customer_id,region,customer_type,acquisition_channel,tenure_months,orders,discount_pct,returns,revenue
C001928,East,SMB,Organic,15,6,7.9,0,15109.37
C001929,North,SMB,Referral,4,3,3.4,0,8639.34
C001930,South,SMB,Referral,17,4,5.4,0,16092.59
C001931,East,SMB,Paid Search,15,7,9.6,0,19103.24
C001932,East,Consumer,Referral,3,2,6.7,0,2977.23
C001933,East,Consumer,Social,13,5,18.9,0,5653.88
C001934,West,Consumer,Organic,7,1,1.4,0,1652.01
C001935,East,SMB,Organic,43,9,5.8,0,27557.3
C001936,North,Consumer,Social,43,8,15.9,0,8029.37
C001937,South,SMB,Organic,25,10,2.1,1,28345.39
C001938,East,Enterprise,Organic,17,8,4.4,0,59369.66
C001939,South,Consumer,Organic,14,8,2.3,0,13003.95
C001940,North,SMB,Referral,34,13,7.3,0,27208.14
C001941,South,Consumer,Referral,16,3,6.6,0,5384.46
C001942,South,Consumer,Referral,18,12,11.5,1,23368.9
C001943,South,Consumer,Paid Search,22,6,9.7,1,11742.71
C001944,North,Consumer,Referral,49,13,6.5,1,15871.94
C001945,West,Consumer,Organic,4,1,3.9,0,1794.02
C001946,West,Consumer,Social,11,5,19.1,1,5877.33
C001947,North,Consumer,Partner,6,4,6.5,0,5689.65
C001948,West,Consumer,Referral,25,2,4.3,0,3757.9
C001949,North,Consumer,Paid Search,4,6,9.7,0,10626.16
C001950,West,Consumer,Social,10,1,12.6,0,1260.09
C001951,West,SMB,Organic,21,6,3.3,0,16473.39
C001952,North,Consumer,Paid Search,31,5,9.4,0,9169.2
C001953,East,Consumer,Partner,17,2,8.0,0,2434.36
C001954,West,Enterprise,Organic,10,5,1.1,0,24217.96
C001955,West,SMB,Organic,14,2,6.7,0,6418.55
C001956,West,SMB,Referral,14,7,7.1,0,17450.96
C001957,South,SMB,Referral,34,12,11.9,0,32959.44
C001958,North,Consumer,Referral,11,3,8.4,0,4641.19
C001959,West,SMB,Organic,32,12,6.1,0,24522.23
C001960,East,Consumer,Social,17,8,21.0,0,9941.06
C001961,East,Consumer,Organic,38,3,6.3,0,2802.81
C001962,South,Consumer,Partner,20,10,7.4,0,13169.77
C001963,South,SMB,Organic,12,5,2.4,0,17162.08
C001964,North,Consumer,Organic,37,4,9.4,0,4250.16
C001965,East,Consumer,Referral,65,12,4.0,1,12167.83
C001966,North,Consumer,Organic,21,4,1.6,0,6313.1
C001967,East,SMB,Referral,34,11,3.6,0,31828.06
C001968,West,Consumer,Organic,20,5,2.7,0,7394.86
C001969,South,Consumer,Paid Search,11,4,12.1,0,6566.68
C001970,South,Consumer,Organic,39,9,4.2,1,31841.22
C001971,South,SMB,Paid Search,7,1,13.6,0,2116.52
C001972,West,Consumer,Organic,6,4,1.7,0,3957.16
C001973,East,Enterprise,Paid Search,39,15,9.4,0,130153.78
C001974,South,Consumer,Organic,15,5,5.5,1,6154.16
C001975,North,Consumer,Social,8,6,12.1,0,8517.85
C001976,North,Consumer,Social,51,10,10.9,1,15090.54
C001977,South,Consumer,Organic,30,9,0.4,1,14688.4
C001978,West,Consumer,Organic,17,4,4.9,0,6333.65
C001979,East,Consumer,Organic,23,4,4.8,0,7236.01
C001980,North,SMB,Organic,21,3,4.7,0,7588.59
C001981,West,Consumer,Paid Search,29,6,15.7,2,10283.93
C001982,South,Consumer,Paid Search,17,4,12.9,0,4423.66
C001983,West,Consumer,Partner,31,5,8.0,0,7771.79
C001984,South,Consumer,Social,20,1,19.0,0,1473.17
C001985,East,Consumer,Organic,3,1,7.9,0,1224.52
C001986,West,Consumer,Organic,12,8,2.8,0,14869.9
C001987,South,Consumer,Organic,27,7,7.5,1,10776.64
C001988,East,Consumer,Organic,6,1,10.3,0,1294.22
C001989,West,Enterprise,Referral,20,9,12.3,0,61169.0
C001990,North,SMB,Organic,15,5,7.9,0,11314.76
C001991,North,Enterprise,Organic,52,24,6.2,1,155939.82
C001992,East,Consumer,Organic,32,6,5.9,0,6742.61
C001993,South,SMB,Referral,6,9,11.4,0,20366.04
C001994,North,Consumer,Organic,28,11,1.0,0,23732.64
C001995,South,Consumer,Partner,15,5,11.8,0,6841.75
C001996,East,SMB,Paid Search,19,5,12.4,0,11804.51
C001997,South,Consumer,Paid Search,15,5,9.2,0,5954.54
C001998,South,Consumer,Paid Search,53,9,8.5,0,20451.31
C001999,West,SMB,Referral,50,17,1.9,2,49922.8
C002000,South,Consumer,Paid Search,11,4,13.7,0,5062.69
C002001,West,Consumer,Paid Search,38,5,17.8,0,5860.68
C002002,South,Consumer,Paid Search,12,2,10.5,0,2831.46
C002003,West,Consumer,Paid Search,10,4,9.4,0,5371.31
C002004,East,Enterprise,Organic,20,5,8.6,0,26709.74
C002005,North,Consumer,Referral,18,2,7.3,0,3303.07
C002006,West,Consumer,Referral,9,2,10.8,0,2248.67
C002007,South,Consumer,Referral,5,5,4.1,1,9302.07
C002008,North,Enterprise,Partner,19,14,10.0,0,82079.37
C002009,North,SMB,Paid Search,9,5,17.4,0,12826.8
C002010,East,Consumer,Partner,16,1,4.9,0,1046.02
C002011,North,Enterprise,Paid Search,40,15,11.0,0,98103.61
C002012,South,Consumer,Paid Search,16,13,10.9,0,21042.05
C002013,North,SMB,Referral,4,3,9.2,0,10349.17
C002014,South,Consumer,Organic,37,3,8.8,0,6499.86
C002015,South,Consumer,Organic,26,13,3.0,1,22418.43
C002016,South,Consumer,Referral,33,5,14.5,0,7046.06
C002017,South,Enterprise,Organic,18,13,5.2,0,95036.54
C002018,North,Enterprise,Organic,18,6,3.3,0,34480.53
C002019,East,Consumer,Social,67,17,19.3,0,20967.07
C002020,South,Consumer,Paid Search,26,3,12.4,0,4121.92
C002021,East,Consumer,Organic,37,5,3.9,0,6498.51
C002022,North,Consumer,Organic,72,17,3.4,1,22747.37
C002023,North,Consumer,Partner,66,11,14.3,0,12249.24
C002024,South,Consumer,Partner,7,4,5.0,0,7178.62
C002025,South,SMB,Referral,9,6,10.4,0,24949.51
C002026,South,Consumer,Organic,6,3,2.6,0,3792.69
C002027,West,Enterprise,Paid Search,18,7,10.1,0,38609.25
C002028,South,Consumer,Paid Search,72,15,11.8,0,20827.41
C002029,South,Consumer,Social,1,1,16.4,0,1194.94
C002030,South,Consumer,Referral,12,5,2.1,1,10234.1
C002031,North,Consumer,Social,18,6,13.4,0,8624.16
C002032,South,Consumer,Paid Search,8,3,15.1,1,6139.94
C002033,South,SMB,Partner,15,8,11.1,0,29115.43
C002034,South,Consumer,Paid Search,16,1,11.1,0,1497.92
C002035,North,Consumer,Paid Search,5,3,8.5,0,4240.83
C002036,West,SMB,Paid Search,32,10,12.6,0,29772.05
C002037,West,Consumer,Referral,15,5,9.5,1,5940.82
C002038,North,Consumer,Partner,7,4,8.5,0,5989.28
C002039,East,SMB,Paid Search,18,3,16.2,0,8928.5
C002040,East,Consumer,Partner,32,6,7.2,0,6624.51
C002041,South,Consumer,Paid Search,17,8,8.0,1,11570.6
C002042,West,SMB,Paid Search,8,4,10.2,0,12902.93
C002043,East,Enterprise,Organic,21,9,5.0,0,88271.06
C002044,West,Consumer,Organic,63,10,2.9,0,13183.42
C002045,West,Consumer,Social,12,5,13.4,0,7161.57
C002046,North,SMB,Organic,9,1,7.9,0,2745.75
C002047,South,Consumer,Paid Search,13,4,9.6,0,5648.16
C002048,South,Consumer,Organic,10,2,1.0,0,2252.57
C002049,North,Consumer,Social,10,4,17.4,0,4270.63
C002050,South,SMB,Partner,7,2,9.9,0,4652.07
C002051,West,Consumer,Social,37,7,11.9,1,9455.3
C002052,North,Consumer,Paid Search,30,4,14.1,0,4707.54
C002053,South,Consumer,Paid Search,14,4,8.6,0,4755.49
C002054,West,Consumer,Organic,11,4,2.8,0,5805.94
C002055,South,Enterprise,Partner,24,13,4.7,0,168226.97
C002056,South,Consumer,Organic,21,5,3.6,0,6965.45
C002057,West,Consumer,Partner,20,5,9.7,1,6580.56
C002058,South,Enterprise,Social,44,26,15.8,1,195639.1
C002059,North,Consumer,Social,26,8,12.6,1,9066.25
C002060,North,Consumer,Social,72,11,15.6,1,10157.68
C002061,West,Consumer,Paid Search,12,5,13.1,0,9827.04
C002062,South,SMB,Organic,65,25,7.9,0,52684.43
C002063,South,SMB,Paid Search,25,11,13.1,1,22388.82
C002064,North,SMB,Organic,8,1,7.2,0,3233.83
C002065,South,Consumer,Social,10,4,15.2,1,3714.86
C002066,West,Consumer,Paid Search,29,10,9.6,0,16611.86
C002067,South,Consumer,Partner,6,1,8.5,0,1793.52
C002068,West,Enterprise,Partner,17,17,11.6,0,114258.15
C002069,South,Consumer,Organic,72,11,8.8,1,16690.9
C002070,South,Consumer,Organic,1,2,0.0,1,3266.84
C002071,West,SMB,Paid Search,17,8,13.9,0,18469.96
C002072,South,Consumer,Organic,10,4,3.5,0,5631.62
C002073,South,Consumer,Referral,66,16,8.2,1,23486.3
C002074,West,Consumer,Social,16,1,10.9,0,1278.19
C002075,South,Consumer,Social,9,2,13.7,0,3195.41
C002076,South,Enterprise,Paid Search,6,7,7.2,1,58938.53
C002077,West,Consumer,Social,7,1,13.7,0,1487.62
C002078,North,Enterprise,Referral,60,28,8.8,3,200857.87
C002079,South,Consumer,Partner,2,1,9.3,0,1700.95
C002080,North,Consumer,Social,26,7,21.4,0,9848.84
C002081,South,Enterprise,Social,47,27,13.5,1,146968.92
C002082,North,SMB,Organic,17,15,2.4,1,47370.44
C002083,East,Consumer,Social,7,6,19.2,0,5695.9
C002084,North,SMB,Paid Search,26,5,6.9,0,12791.7
C002085,East,SMB,Paid Search,9,9,12.6,0,22610.2
C002086,South,SMB,Paid Search,11,1,13.5,0,2925.27
C002087,South,Consumer,Paid Search,10,2,5.1,0,2988.74
C002088,South,Consumer,Organic,10,4,1.7,0,7405.15
C002089,East,Consumer,Organic,35,6,0.9,0,8320.11
C002090,South,Consumer,Social,15,5,17.5,0,5848.43
C002091,South,Consumer,Referral,27,7,5.1,0,13654.61
C002092,West,Consumer,Partner,27,9,7.2,0,16275.44
C002093,South,Consumer,Social,18,4,10.2,0,5942.6
C002094,North,Consumer,Paid Search,49,10,9.6,0,12127.11
C002095,West,Consumer,Social,8,7,12.6,0,8258.23
C002096,South,Consumer,Referral,17,7,6.3,0,15122.65
C002097,North,Consumer,Organic,3,1,4.1,0,1386.45
C002098,South,Consumer,Partner,19,6,12.4,0,8928.64
C002099,North,SMB,Partner,34,15,10.1,0,44019.7
C002100,South,Consumer,Organic,5,1,0.0,0,949.61
C002101,East,Consumer,Social,12,1,18.1,0,920.59
C002102,North,Consumer,Organic,10,1,7.6,0,2152.73
C002103,West,Consumer,Partner,1,2,8.2,0,1652.8
C002104,West,Consumer,Referral,7,5,10.0,0,5254.33
C002105,East,Consumer,Organic,29,4,8.6,1,4511.21
C002106,East,Consumer,Social,17,1,13.5,0,957.57
C002107,East,SMB,Referral,23,3,3.3,0,6740.45
C002108,West,Consumer,Organic,34,5,6.7,0,5831.76
C002109,South,Consumer,Social,57,12,12.6,1,16720.25
C002110,North,Consumer,Social,7,1,15.8,0,1356.52
C002111,South,Consumer,Paid Search,26,5,8.9,0,8142.7
C002112,South,Consumer,Social,11,1,17.9,0,1149.31
C002113,North,SMB,Organic,8,3,2.7,0,10637.29
C002114,East,Consumer,Paid Search,14,7,11.4,1,8615.63
C002115,North,Consumer,Referral,27,2,6.2,0,3486.26
C002116,West,Consumer,Organic,19,7,0.8,0,11585.83
C002117,South,Consumer,Paid Search,13,8,15.2,0,10623.07
C002118,North,SMB,Partner,29,11,11.9,1,27727.79
C002119,North,Consumer,Social,28,7,14.6,0,9621.55
C002120,South,Consumer,Referral,12,7,4.7,0,14168.63
C002121,South,Consumer,Referral,26,8,6.3,0,12681.83
C002122,North,SMB,Partner,18,9,6.5,1,26322.58
C002123,South,Consumer,Partner,10,4,7.9,0,6805.96
C002124,North,Enterprise,Organic,28,11,4.1,3,62871.38
C002125,South,Enterprise,Paid Search,28,19,9.3,1,121040.78
C002126,South,SMB,Organic,7,10,8.4,0,31573.97
C002127,South,Consumer,Organic,26,6,4.4,1,7816.93
C002128,South,SMB,Organic,37,13,10.8,1,36297.8
C002129,North,Consumer,Referral,7,3,7.3,0,4160.36
C002130,North,SMB,Social,21,3,13.8,0,12569.37
C002131,North,Consumer,Partner,7,1,7.2,0,1343.66
C002132,East,Consumer,Paid Search,8,3,10.9,0,2364.23
C002133,West,Consumer,Paid Search,4,2,11.7,1,2897.23
C002134,West,SMB,Organic,40,12,5.7,1,43689.97
C002135,South,SMB,Organic,37,13,1.6,1,46956.36
C002136,South,Consumer,Organic,38,9,1.9,1,15986.72
C002137,South,Consumer,Partner,13,2,10.3,0,2554.52
C002138,East,SMB,Organic,34,10,6.5,0,23209.03
C002139,East,SMB,Social,8,4,10.3,1,8174.58
C002140,West,SMB,Paid Search,6,1,13.6,0,2349.55
C002141,West,Consumer,Referral,13,5,9.5,0,6835.94
C002142,South,Consumer,Partner,35,7,8.8,0,12661.77
C002143,East,SMB,Partner,21,8,3.0,0,37278.03
C002144,West,Consumer,Organic,12,3,1.0,0,4816.9
C002145,South,Consumer,Partner,12,5,7.9,0,8465.64
C002146,West,Consumer,Organic,40,9,10.6,1,7822.38
C002147,North,Consumer,Social,30,6,13.4,0,7137.89
C002148,West,SMB,Organic,41,13,6.8,1,51845.64
C002149,East,Consumer,Referral,40,9,5.1,1,11748.24
C002150,North,Consumer,Social,3,2,20.1,1,2347.23
C002151,East,Consumer,Social,36,7,15.1,0,14332.05
C002152,North,SMB,Social,30,8,11.4,0,26976.56
C002153,East,SMB,Organic,8,1,2.6,0,3068.63
C002154,West,Consumer,Partner,13,4,5.3,1,5890.64
C002155,East,SMB,Paid Search,16,2,12.3,0,5000.56
C002156,West,Consumer,Organic,56,10,2.9,0,23452.91
C002157,North,SMB,Organic,19,4,3.5,0,18097.04
C002158,South,SMB,Organic,29,9,10.8,0,23792.7
C002159,South,Consumer,Organic,36,7,3.2,1,8079.96
C002160,North,Enterprise,Referral,13,9,7.5,1,71465.17
C002161,South,Consumer,Organic,39,10,4.2,0,18415.48
C002162,South,Consumer,Referral,17,5,6.9,1,11022.79
C002163,South,Consumer,Organic,72,20,7.0,1,30052.2
C002164,South,SMB,Social,8,12,8.4,0,33830.22
C002165,West,Consumer,Organic,16,5,5.5,0,9295.46
C002166,South,Consumer,Paid Search,37,11,10.9,0,13445.82
C002167,West,Consumer,Referral,10,4,7.5,0,5557.21
C002168,South,Enterprise,Partner,32,19,7.4,0,164684.74
C002169,South,Consumer,Partner,14,1,7.4,0,1506.16
C002170,South,Consumer,Paid Search,7,1,12.9,0,1856.15
C002171,South,Consumer,Partner,6,1,6.3,0,1720.83
C002172,South,SMB,Referral,21,6,12.9,0,15479.24
C002173,South,Consumer,Partner,25,10,5.1,0,14938.73
C002174,North,Consumer,Organic,8,3,9.3,0,7142.2
C002175,South,Enterprise,Organic,27,14,1.3,2,96797.22
C002176,South,Consumer,Organic,5,4,4.2,0,4342.55
C002177,South,Consumer,Social,13,5,15.9,0,5412.96
C002178,West,SMB,Organic,17,3,2.2,0,9821.62
C002179,South,Consumer,Organic,16,6,2.0,1,12179.08
C002180,West,Consumer,Referral,20,7,6.2,0,10106.18
C002181,West,Consumer,Partner,16,9,10.7,0,11308.05
C002182,West,SMB,Referral,15,5,7.2,0,12619.07
C002183,West,Enterprise,Social,15,13,20.7,0,65057.56
C002184,North,Consumer,Organic,11,2,6.7,0,3854.1
C002185,South,Consumer,Partner,27,13,6.6,1,19239.07
C002186,North,Consumer,Organic,15,2,0.0,0,3136.54
C002187,West,Consumer,Organic,10,5,0.3,0,9311.67
C002188,South,Consumer,Paid Search,26,8,11.2,0,15468.38
C002189,South,Consumer,Organic,23,10,0.3,1,15723.91
C002190,West,Consumer,Referral,8,6,6.4,0,7370.2
C002191,North,SMB,Referral,44,10,7.7,0,27570.61
C002192,South,Consumer,Organic,13,3,4.1,1,4623.66
C002193,East,Consumer,Organic,13,8,4.2,0,9254.22
C002194,North,Consumer,Organic,17,4,10.9,0,4153.27
C002195,South,Consumer,Organic,23,8,5.2,0,13526.26
C002196,West,Consumer,Partner,18,2,7.6,0,3793.99
C002197,North,Consumer,Referral,9,2,4.0,0,4088.34
C002198,South,Consumer,Organic,4,1,5.0,0,1347.43
C002199,South,Consumer,Organic,44,13,3.6,1,29394.19
C002200,East,SMB,Social,8,5,20.4,0,8622.83
C002201,North,SMB,Social,25,11,16.7,0,28321.75
C002202,West,SMB,Partner,18,4,12.3,1,13620.28
C002203,West,Consumer,Organic,3,3,5.6,0,4981.56
C002204,North,Enterprise,Referral,11,7,10.7,0,70471.01
C002205,South,Consumer,Organic,51,6,2.0,0,7904.04
C002206,South,Consumer,Social,4,3,15.7,0,4023.21
C002207,East,Consumer,Paid Search,14,6,9.4,0,7046.5
C002208,South,Consumer,Referral,23,10,5.7,0,19540.9
C002209,North,Consumer,Organic,8,2,5.1,0,2718.23
C002210,North,Consumer,Social,19,6,12.1,1,8289.59
C002211,West,SMB,Organic,26,10,0.6,1,29734.55
C002212,South,Consumer,Social,24,4,18.0,0,5818.3
C002213,West,SMB,Organic,19,4,0.0,0,10842.34
C002214,South,SMB,Social,16,6,20.1,0,12646.59
C002215,West,Consumer,Organic,9,2,2.6,0,2776.87
C002216,North,Consumer,Referral,26,6,8.7,0,6838.47
C002217,North,Consumer,Social,18,3,16.9,0,3590.86
C002218,West,Consumer,Paid Search,55,12,8.7,0,20175.95
C002219,West,Enterprise,Organic,30,12,6.4,0,76716.19
C002220,South,SMB,Paid Search,12,9,12.5,0,23922.98
C002221,South,SMB,Organic,21,3,6.9,0,14226.52
C002222,South,Consumer,Referral,7,3,10.6,0,3090.64
C002223,South,SMB,Organic,3,2,7.4,0,4888.09
C002224,North,SMB,Organic,12,4,2.4,0,12441.67
C002225,West,Consumer,Organic,5,1,4.6,0,1090.22
C002226,South,Consumer,Organic,28,3,2.5,0,4701.4
C002227,East,Consumer,Organic,52,10,3.3,0,18242.3
C002228,North,Consumer,Social,36,7,16.5,0,7735.96
C002229,North,SMB,Organic,13,6,6.8,0,14025.01
C002230,East,Consumer,Partner,29,1,9.7,0,880.22
C002231,South,Consumer,Social,11,8,15.9,1,9307.82
C002232,East,Enterprise,Paid Search,40,16,13.3,1,101139.8
C002233,North,Consumer,Partner,26,1,6.6,0,2147.11
C002234,West,Consumer,Referral,17,5,11.1,0,6744.39
C002235,East,Enterprise,Referral,17,7,9.0,0,47392.17
C002236,West,Enterprise,Paid Search,26,10,11.9,0,77867.2
C002237,North,SMB,Referral,17,9,10.4,1,20317.27
C002238,South,Consumer,Organic,35,11,3.5,0,10923.91
C002239,South,Enterprise,Referral,13,10,7.4,0,115548.45
C002240,South,SMB,Organic,15,6,7.7,0,20620.16
C002241,South,SMB,Paid Search,16,8,8.3,0,30228.81
C002242,North,Consumer,Referral,15,1,13.7,0,1356.73
C002243,South,Consumer,Organic,9,4,3.2,0,8055.1
C002244,South,SMB,Organic,12,8,3.6,1,18690.24
C002245,South,SMB,Social,17,9,15.1,0,25472.28
C002246,North,Consumer,Organic,16,1,7.2,0,1543.33
C002247,South,Consumer,Organic,47,12,7.5,0,23841.3
C002248,East,SMB,Paid Search,23,4,16.5,1,9800.77
C002249,South,Consumer,Partner,41,10,7.8,1,16536.12
C002250,South,Consumer,Referral,5,1,8.0,0,1588.21
C002251,South,Consumer,Referral,32,6,2.4,0,7189.21
C002252,East,Consumer,Social,23,6,11.8,0,6344.46
C002253,South,SMB,Referral,16,5,6.7,0,13916.6
C002254,South,Consumer,Social,8,1,16.1,0,1635.35
C002255,West,Consumer,Referral,28,7,6.9,0,11375.11
C002256,South,Enterprise,Partner,25,11,9.6,0,125658.34
C002257,West,SMB,Referral,28,8,6.8,0,25894.63
C002258,West,Consumer,Organic,12,1,4.3,0,1444.35
C002259,North,Consumer,Organic,35,4,12.2,0,6808.4
C002260,South,SMB,Organic,26,12,4.2,1,29579.05
C002261,East,Consumer,Referral,13,2,10.0,0,2292.67
C002262,West,Consumer,Partner,44,8,4.1,0,9998.45
C002263,South,Consumer,Social,20,8,15.4,0,8924.65
C002264,North,Consumer,Social,4,6,13.0,1,6300.45
C002265,South,SMB,Referral,13,6,12.9,0,15108.77
C002266,North,Consumer,Partner,35,10,6.3,1,14600.41
C002267,East,Consumer,Social,13,2,14.9,0,2142.09
C002268,South,Consumer,Organic,18,5,2.5,0,8472.63
C002269,East,Consumer,Paid Search,35,7,9.3,0,8958.82
C002270,West,Consumer,Paid Search,13,4,11.8,0,3482.08
C002271,East,SMB,Organic,30,10,6.1,0,26149.45
C002272,East,Consumer,Organic,7,1,8.2,0,1066.67
C002273,East,Consumer,Organic,22,2,3.3,0,1879.82
C002274,West,Consumer,Organic,21,4,3.2,0,6380.96
C002275,West,SMB,Organic,24,5,8.9,0,14532.14
C002276,North,Consumer,Partner,26,6,12.8,0,8082.47
C002277,South,Enterprise,Paid Search,19,12,11.7,0,113811.62
C002278,North,SMB,Social,17,6,16.4,0,13130.64
C002279,West,Consumer,Organic,18,3,10.0,0,3486.9
C002280,East,SMB,Partner,43,14,15.9,0,31530.67
C002281,South,Consumer,Social,20,6,16.3,0,7554.66
C002282,North,Enterprise,Partner,64,27,10.3,0,353153.83
C002283,South,Enterprise,Referral,25,15,7.4,0,125794.98
C002284,East,Consumer,Referral,20,6,2.6,1,7839.57
C002285,North,Consumer,Paid Search,7,3,13.0,0,3260.13
C002286,North,Consumer,Paid Search,31,4,16.1,1,4053.32
C002287,West,Consumer,Social,15,8,12.7,0,7801.53
C002288,East,SMB,Organic,34,10,0.0,1,24974.83
C002289,North,Enterprise,Organic,11,4,6.8,0,30001.33
C002290,South,Consumer,Partner,18,1,2.7,0,1971.37
C002291,West,SMB,Organic,15,7,0.3,0,20601.93
C002292,East,SMB,Social,29,11,10.1,0,24240.18
C002293,East,Consumer,Organic,45,9,0.0,0,12532.24
C002294,South,Consumer,Paid Search,18,7,15.2,0,9422.45
C002295,South,SMB,Organic,14,8,5.4,1,29698.25
C002296,North,SMB,Paid Search,8,3,18.2,0,9628.67
C002297,East,Enterprise,Social,13,2,17.2,0,12332.33
C002298,North,Consumer,Partner,46,8,14.2,0,8311.42
C002299,North,Consumer,Organic,18,6,3.1,0,8303.0
C002300,East,Consumer,Paid Search,25,6,13.1,0,7196.61
C002301,West,Consumer,Social,6,2,11.2,0,2092.84
C002302,East,Consumer,Organic,5,1,4.2,0,1195.56
C002303,South,SMB,Organic,5,4,9.3,0,8693.46
C002304,South,Consumer,Paid Search,39,9,11.9,0,13936.96
C002305,South,SMB,Social,18,7,14.3,0,15544.41
C002306,South,Consumer,Paid Search,10,4,11.9,0,5339.65
C002307,South,Consumer,Organic,32,6,5.4,0,8899.44
C002308,South,SMB,Partner,14,8,8.4,0,18319.75
C002309,South,SMB,Partner,34,12,12.0,1,34460.16
C002310,West,Consumer,Referral,18,6,4.8,1,7106.93
C002311,West,Enterprise,Referral,34,17,6.4,0,187474.7
C002312,North,Consumer,Partner,9,6,8.3,0,10570.19
C002313,South,Consumer,Referral,24,8,4.3,0,15688.51
C002314,North,Consumer,Social,28,7,13.7,0,9163.34
C002315,South,SMB,Paid Search,5,4,14.3,0,11888.41
C002316,South,Consumer,Organic,18,10,2.5,0,15250.47
C002317,North,SMB,Social,7,3,23.3,0,7547.74
C002318,East,Consumer,Referral,6,2,11.9,0,3241.53
C002319,South,Consumer,Organic,15,5,5.5,0,6295.42
C002320,West,SMB,Referral,25,3,8.7,0,9254.67
C002321,North,Consumer,Social,11,3,17.3,0,2595.2
C002322,North,Consumer,Organic,16,6,6.7,0,7594.71
C002323,South,Consumer,Social,12,5,15.3,0,6778.32
C002324,North,Consumer,Organic,33,11,13.3,0,14973.5
C002325,South,Consumer,Referral,40,12,4.8,0,21198.19
C002326,West,Consumer,Partner,72,16,6.8,2,29978.23
C002327,North,Consumer,Partner,37,10,8.2,0,10221.02
C002328,North,Consumer,Partner,26,7,9.9,1,11058.3
C002329,South,Consumer,Referral,33,8,13.0,0,16181.62
C002330,South,Consumer,Paid Search,12,3,12.0,0,3970.76
C002331,South,Consumer,Referral,15,1,8.7,0,1339.33
C002332,South,Consumer,Paid Search,22,10,13.2,1,14669.29
C002333,West,SMB,Referral,5,2,6.8,0,5696.87
C002334,North,Consumer,Referral,11,1,10.7,0,1282.35
C002335,South,Consumer,Referral,66,15,8.3,1,30239.96
C002336,East,Consumer,Paid Search,15,8,15.0,0,14767.1
C002337,West,Consumer,Paid Search,4,2,11.1,0,2623.89
C002338,South,Consumer,Paid Search,13,5,10.4,0,11738.09
C002339,South,SMB,Organic,21,13,4.0,2,38356.85
C002340,North,Consumer,Paid Search,25,8,12.9,1,12159.68
C002341,North,Consumer,Organic,18,4,8.4,0,4458.54
C002342,North,Enterprise,Partner,24,7,14.3,1,42732.93
C002343,East,Consumer,Organic,11,4,,0,4781.45
C002344,South,SMB,Social,41,12,20.6,1,37130.16
C002345,East,SMB,Organic,35,11,6.9,0,28823.55
C002346,North,Consumer,Partner,4,2,6.0,0,2029.5
C002347,West,Consumer,Social,8,4,15.4,0,4082.18
C002348,West,Consumer,Partner,32,9,10.3,0,8998.96
C002349,North,Enterprise,Partner,23,7,10.5,1,56739.79
C002350,North,Consumer,Social,22,5,13.6,1,6673.34
C002351,North,SMB,Organic,20,6,3.9,0,17745.9
C002352,West,Consumer,Referral,37,9,6.0,2,13640.64
C002353,South,Consumer,Paid Search,22,7,11.4,1,8792.1
C002354,South,Consumer,Partner,25,7,8.9,0,10882.4
C002355,South,Consumer,Partner,20,4,13.7,0,7585.72
C002356,West,Consumer,Paid Search,9,1,10.7,0,1575.71
C002357,South,Enterprise,Referral,33,14,2.1,0,101397.96
C002358,South,Consumer,Paid Search,14,5,6.9,0,7182.19
C002359,West,Enterprise,Referral,14,9,9.5,0,64100.83
C002360,North,Enterprise,Referral,16,8,5.4,1,76722.42
C002361,West,Consumer,Referral,7,4,7.8,0,4700.82
C002362,North,Consumer,Partner,60,12,5.9,0,17561.68
C002363,South,Consumer,Organic,32,8,4.6,0,11755.16
C002364,West,Consumer,Social,8,1,14.0,0,1159.14
C002365,East,Enterprise,Referral,48,18,4.9,0,136477.46
C002366,East,SMB,Organic,12,6,8.7,0,14147.5
C002367,South,Enterprise,Paid Search,14,13,15.9,0,118614.19
C002368,South,Consumer,Organic,12,3,6.9,0,4179.33
C002369,South,Consumer,Referral,42,12,13.1,0,13580.02
C002370,South,Consumer,Partner,38,13,4.1,1,19734.92
C002371,South,SMB,Organic,17,4,4.4,0,13266.35
C002372,South,Consumer,Organic,18,6,4.0,0,10738.03
C002373,South,Consumer,Paid Search,31,8,14.1,1,10924.08
C002374,South,Consumer,Organic,30,10,1.2,0,19295.95
C002375,South,Consumer,Organic,18,3,7.0,0,3520.33
C002376,North,Consumer,Referral,19,5,2.7,0,8877.13
C002377,West,Consumer,Paid Search,32,6,14.2,1,9085.5
C002378,East,SMB,Social,5,3,18.5,1,6041.17
C002379,North,SMB,Paid Search,24,11,8.6,0,37196.61
C002380,East,Consumer,Referral,23,8,5.9,0,10815.48
C002381,West,SMB,Paid Search,43,16,15.6,0,54918.27
C002382,South,Consumer,Organic,26,4,9.2,2,5130.36
C002383,North,SMB,Paid Search,28,7,7.7,0,16909.38
C002384,North,Consumer,Social,11,5,16.1,1,7023.79
C002385,North,Consumer,Partner,12,5,10.0,1,6841.47
C002386,East,Consumer,Organic,24,4,5.0,1,3846.5
C002387,West,Consumer,Referral,3,1,11.3,0,2030.67
C002388,North,Consumer,Referral,15,1,5.4,0,2014.4
C002389,East,SMB,Organic,7,1,3.8,0,2698.78
C002390,North,SMB,Social,12,4,13.0,0,9099.9
C002391,South,Consumer,Organic,4,1,5.7,0,1362.38
