customer_id,experiment_group,aov,orders,tenure_months,customer_type,region,discount_pct,converted
C006126,Control,1324.93,6,22,SMB,North,0.0,0
C006127,Control,1477.89,6,23,Consumer,South,9.7,0
C006128,Control,2983.4,10,41,Enterprise,South,14.9,1
C006129,Treatment,2372.07,7,16,Consumer,North,4.4,0
C006130,Control,2006.02,11,42,Consumer,South,6.8,0
C006131,Control,3064.8,23,66,SMB,North,13.6,0
C006132,Treatment,1337.54,8,11,Consumer,West,15.5,0
C006133,Treatment,2514.8,3,17,SMB,West,8.7,0
C006134,Control,651.3,6,10,Consumer,East,4.9,0
C006135,Control,4257.89,3,10,Enterprise,South,7.0,0
C006136,Control,1723.43,7,19,Consumer,South,11.4,0
C006137,Treatment,960.37,5,13,Consumer,South,6.0,0
C006138,Control,1083.88,1,10,SMB,South,6.8,0
C006139,Control,1582.41,2,12,Consumer,South,5.7,0
C006140,Control,1176.39,4,11,Consumer,West,13.2,0
C006141,Control,1814.88,8,21,SMB,North,9.7,0
C006142,Control,1423.49,1,7,Consumer,North,6.5,0
C006143,Control,2292.85,11,29,Consumer,North,9.4,0
C006144,Treatment,1387.95,10,31,Consumer,South,11.1,0
C006145,Treatment,572.09,1,2,Consumer,North,1.7,0
C006146,Treatment,3275.41,7,30,Enterprise,South,10.9,0
C006147,Treatment,1958.83,7,12,SMB,North,14.8,1
C006148,Control,2042.44,8,13,SMB,North,5.7,0
C006149,Treatment,1564.62,2,21,SMB,East,5.7,0
C006150,Treatment,1907.93,2,12,SMB,West,14.0,0
C006151,Treatment,2900.88,9,20,Consumer,North,0.5,0
C006152,Treatment,1759.17,2,19,SMB,South,19.2,0
C006153,Control,2235.16,7,17,Enterprise,South,4.2,0
C006154,Control,2203.25,7,28,SMB,West,6.9,0
C006155,Control,4357.24,5,19,Enterprise,South,4.7,0
C006156,Control,1373.28,1,7,SMB,South,3.7,0
C006157,Control,1878.99,10,26,Consumer,South,10.6,0
C006158,Control,763.11,1,5,Consumer,West,11.2,0
C006159,Control,3208.41,9,47,Consumer,North,5.9,0
C006160,Treatment,1224.03,5,9,SMB,North,2.5,0
C006161,Treatment,1798.87,3,9,Enterprise,South,6.9,0
C006162,Treatment,1554.14,10,44,Consumer,South,11.1,0
C006163,Control,1377.89,4,16,Consumer,North,8.9,1
C006164,Treatment,765.36,3,14,Consumer,West,10.1,0
C006165,Treatment,2326.48,2,13,Consumer,East,7.5,0
C006166,Treatment,1456.92,6,16,Consumer,West,0.0,0
C006167,Treatment,2729.85,7,41,Enterprise,West,1.7,0
C006168,Control,1541.78,2,12,Consumer,South,13.8,0
C006169,Control,3037.47,10,42,SMB,West,10.1,0
C006170,Treatment,1471.94,8,21,SMB,East,4.2,0
C006171,Treatment,4445.59,6,36,SMB,South,8.6,0
C006172,Control,1201.06,2,13,Consumer,East,17.0,1
C006173,Control,1110.64,7,34,Consumer,West,6.3,0
C006174,Control,670.45,1,9,Consumer,West,9.0,0
C006175,Control,1072.8,5,21,Consumer,East,11.8,1
C006176,Treatment,766.64,1,8,Consumer,South,6.1,0
C006177,Treatment,730.74,8,11,Consumer,West,20.6,0
C006178,Control,1281.48,3,8,SMB,South,8.3,0
C006179,Control,2841.26,3,35,Consumer,East,14.3,0
C006180,Control,2374.4,4,20,Consumer,East,12.5,0
C006181,Control,1799.66,7,29,Consumer,South,12.6,1
C006182,Treatment,1306.08,7,29,Consumer,North,12.1,0
C006183,Treatment,1862.16,1,7,Consumer,East,1.9,0
C006184,Treatment,2073.24,10,24,Consumer,South,2.8,0
C006185,Control,2381.86,14,52,Consumer,South,16.1,1
C006186,Treatment,1742.38,1,16,Consumer,North,4.7,0
C006187,Treatment,2206.64,7,22,Consumer,East,17.3,0
C006188,Control,1458.7,6,37,Consumer,North,2.8,0
C006189,Treatment,1722.8,1,14,Consumer,South,7.3,0
C006190,Treatment,2042.35,5,31,Consumer,West,9.8,0
C006191,Treatment,1648.07,9,26,SMB,South,7.4,0
C006192,Control,3491.82,2,19,SMB,West,12.5,0
C006193,Control,1530.02,7,22,SMB,South,17.9,0
C006194,Control,1243.88,1,8,Consumer,North,5.7,0
C006195,Control,2148.67,15,59,Consumer,West,4.6,0
C006196,Control,1461.31,4,16,Consumer,South,10.9,1
C006197,Treatment,967.64,7,22,Consumer,West,11.2,0
C006198,Control,2262.07,1,7,SMB,South,4.6,0
C006199,Control,1201.68,13,26,SMB,West,16.7,0
C006200,Treatment,2929.43,11,17,SMB,South,5.4,0
C006201,Treatment,4317.96,1,21,SMB,West,12.3,0
C006202,Control,2415.08,8,13,SMB,North,9.2,0
C006203,Treatment,1710.33,7,26,SMB,East,13.7,0
C006204,Control,5453.11,9,29,Enterprise,North,4.5,0
C006205,Control,814.63,5,13,Consumer,West,11.8,0
C006206,Treatment,1262.58,6,9,Consumer,South,0.0,0
C006207,Control,2148.99,1,9,Consumer,South,8.5,1
C006208,Control,1838.5,5,38,Consumer,East,6.2,0
C006209,Control,1931.11,2,12,Consumer,South,10.9,1
C006210,Treatment,1598.07,6,34,SMB,West,17.4,1
C006211,Control,812.03,5,19,Consumer,East,5.4,0
C006212,Treatment,1368.5,4,14,Consumer,North,10.2,0
C006213,Control,1043.86,1,4,Consumer,West,6.8,0
C006214,Treatment,2323.91,10,51,Consumer,South,15.3,0
C006215,Control,1982.44,7,18,Consumer,East,10.8,1
C006216,Control,1173.36,1,14,Consumer,South,7.3,1
C006217,Treatment,1491.3,8,19,Consumer,South,12.6,1
C006218,Treatment,1848.89,6,21,Consumer,West,4.2,0
C006219,Control,954.05,2,11,Enterprise,West,10.2,0
C006220,Control,1902.76,1,15,Consumer,West,8.1,0
C006221,Control,551.76,7,8,Consumer,East,12.2,1
C006222,Control,946.32,1,12,Consumer,North,0.3,0
C006223,Treatment,3345.44,6,17,Consumer,South,5.5,1
C006224,Control,2163.22,2,7,SMB,North,7.7,0
C006225,Treatment,2023.75,4,16,Consumer,East,2.0,0
C006226,Control,1029.3,1,15,Consumer,North,1.0,0
C006227,Control,1783.45,2,12,Enterprise,West,14.2,1
C006228,Control,1453.06,15,31,Consumer,North,8.2,0
C006229,Control,1556.84,6,8,Consumer,North,15.2,0
C006230,Control,3326.14,8,19,Enterprise,West,8.9,0
C006231,Treatment,1967.9,6,12,Consumer,South,14.3,0
C006232,Control,1646.47,6,20,Consumer,North,4.0,1
C006233,Treatment,1720.98,10,19,Consumer,South,12.1,0
C006234,Control,3442.28,14,61,Enterprise,West,2.6,0
C006235,Control,2706.23,23,72,SMB,South,10.9,0
C006236,Control,761.46,8,11,Consumer,South,19.2,1
C006237,Control,1293.92,6,17,Consumer,South,7.5,1
C006238,Treatment,3101.77,5,10,Consumer,South,10.4,0
C006239,Treatment,1509.76,5,19,Consumer,South,7.8,0
C006240,Treatment,1993.88,9,11,Enterprise,East,10.7,1
C006241,Treatment,1388.02,2,10,Consumer,South,8.7,0
C006242,Control,1050.59,6,13,Consumer,West,19.8,0
C006243,Control,1156.66,5,14,Consumer,East,10.7,0
C006244,Treatment,1157.99,1,3,SMB,East,5.1,0
C006245,Control,2177.75,6,14,SMB,South,6.2,0
C006246,Control,3677.18,4,53,SMB,South,15.2,0
C006247,Treatment,1408.91,6,11,SMB,South,7.7,0
C006248,Treatment,3413.06,12,31,SMB,South,14.7,0
C006249,Treatment,3273.38,5,24,Enterprise,North,13.4,0
C006250,Control,1127.37,3,13,SMB,North,7.4,0
C006251,Treatment,2278.9,3,10,Consumer,South,6.3,0
C006252,Control,2597.34,6,8,Enterprise,North,11.4,0
C006253,Control,984.42,8,10,Consumer,South,4.2,0
C006254,Control,1224.06,7,6,Consumer,South,14.3,0
C006255,Treatment,2625.08,6,4,SMB,West,6.3,0
C006256,Treatment,2784.55,4,9,Enterprise,South,8.4,0
C006257,Treatment,1381.09,2,33,Consumer,West,10.6,1
C006258,Control,1749.86,6,26,Consumer,North,10.8,0
C006259,Control,1403.83,7,12,SMB,West,4.6,0
C006260,Control,1722.92,11,35,Consumer,South,0.1,1
C006261,Treatment,1535.25,3,10,Consumer,South,6.3,1
C006262,Control,2347.72,1,6,Consumer,East,10.4,1
C006263,Control,1495.63,14,50,Consumer,South,13.4,0
C006264,Treatment,2888.91,3,20,Consumer,South,2.6,1
C006265,Control,543.35,4,24,Consumer,South,8.7,0
C006266,Treatment,1777.62,7,10,SMB,West,1.5,0
C006267,Control,1564.74,4,11,Consumer,West,0.0,0
C006268,Treatment,2144.73,7,12,Consumer,South,18.9,0
C006269,Control,1908.61,3,26,Consumer,West,6.7,0
C006270,Control,423.69,3,8,Consumer,North,9.7,0
C006271,Control,4137.39,1,9,Enterprise,South,12.5,0
C006272,Control,1110.88,10,28,Consumer,South,17.0,0
C006273,Treatment,2394.35,18,72,SMB,South,8.0,0
C006274,Control,723.51,2,15,Consumer,West,5.7,0
C006275,Control,2807.91,2,8,Enterprise,West,6.3,1
C006276,Treatment,1621.22,5,7,Consumer,West,7.8,1
C006277,Control,2015.38,2,19,Enterprise,East,8.9,0
C006278,Treatment,1280.74,4,39,Consumer,South,9.0,0
C006279,Treatment,2483.92,7,30,SMB,West,6.2,0
C006280,Control,766.63,8,22,Consumer,North,4.0,0
C006281,Treatment,4313.21,1,7,Consumer,West,16.4,0
C006282,Control,1573.38,9,19,Consumer,North,8.8,0
C006283,Control,3002.02,4,5,SMB,West,5.0,0
C006284,Control,2377.41,14,43,Consumer,East,0.2,0
C006285,Treatment,1768.58,1,10,SMB,North,9.9,1
C006286,Treatment,1119.0,1,13,Consumer,North,7.8,1
C006287,Treatment,3018.66,7,36,Consumer,South,5.0,0
C006288,Treatment,2119.76,8,13,SMB,South,12.5,0
C006289,Control,2819.21,11,44,Consumer,West,3.5,1
C006290,Treatment,1254.23,1,1,Consumer,North,9.4,1
C006291,Treatment,5436.39,7,9,Enterprise,South,11.2,0
C006292,Treatment,2241.59,3,26,Consumer,South,4.1,1
C006293,Treatment,1683.6,8,29,SMB,North,9.5,0
C006294,Treatment,2358.61,3,10,Consumer,South,7.8,0
C006295,Control,1885.26,8,6,SMB,West,11.6,0
C006296,Treatment,1175.43,9,22,Consumer,East,12.3,0
C006297,Treatment,1776.09,3,16,SMB,West,0.0,0
C006298,Treatment,1347.22,7,2,SMB,South,11.0,0
C006299,Control,1024.45,3,7,Consumer,South,11.0,0
C006300,Treatment,2195.12,9,27,Consumer,North,17.0,1
C006301,Control,2999.45,7,21,Consumer,South,12.2,0
C006302,Control,1655.56,9,11,Consumer,North,9.8,0
C006303,Treatment,1318.41,1,6,Consumer,North,7.2,0
C006304,Control,1365.03,8,25,Consumer,East,3.8,0
C006305,Treatment,1987.91,15,33,Consumer,North,10.8,0
C006306,Control,1984.05,2,22,Consumer,South,6.2,1
C006307,Treatment,994.89,1,8,Consumer,South,5.8,0
C006308,Treatment,2096.42,4,11,Enterprise,East,8.2,1
C006309,Control,4302.37,16,53,Enterprise,South,10.6,0
C006310,Treatment,956.01,6,18,Consumer,East,13.6,0
C006311,Control,7202.17,12,58,Enterprise,South,10.0,0
C006312,Treatment,6013.89,4,11,SMB,North,10.2,0
C006313,Treatment,2586.75,3,15,Consumer,South,7.3,0
C006314,Control,907.03,1,6,Consumer,North,6.9,0
C006315,Treatment,1918.25,1,7,Consumer,South,7.8,0
C006316,Treatment,2202.97,9,6,SMB,East,9.9,0
C006317,Treatment,1760.13,4,8,Enterprise,West,3.6,0
C006318,Treatment,1399.16,3,24,Consumer,South,4.6,0
C006319,Control,1392.16,15,52,Consumer,North,13.4,0
C006320,Treatment,1775.61,1,18,SMB,North,9.3,0
C006321,Control,762.27,1,3,Consumer,West,0.0,0
C006322,Control,1230.93,5,15,Consumer,South,11.2,0
C006323,Treatment,2106.18,4,13,Consumer,South,9.2,1
C006324,Control,1536.53,9,28,SMB,North,9.9,1
C006325,Treatment,2629.95,1,6,SMB,West,8.9,0
C006326,Control,963.1,3,15,Consumer,South,16.6,0
C006327,Treatment,2498.19,8,37,Consumer,North,8.9,0
C006328,Treatment,2976.54,10,54,Consumer,South,0.0,0
C006329,Control,1777.91,2,19,SMB,East,15.3,0
C006330,Control,1444.73,11,23,Consumer,South,13.6,0
C006331,Control,1574.92,3,24,Consumer,West,6.0,0
C006332,Treatment,3414.52,3,11,Enterprise,West,6.6,0
C006333,Treatment,1599.94,4,27,SMB,South,13.3,1
C006334,Control,1253.5,2,10,Consumer,West,21.1,1
C006335,Treatment,1635.81,1,17,SMB,West,11.4,1
C006336,Control,1430.63,1,3,Consumer,South,5.8,0
C006337,Control,1079.23,2,6,Consumer,West,11.9,0
C006338,Control,2177.59,3,13,Consumer,South,5.8,0
C006339,Control,871.73,5,15,Consumer,South,5.5,0
C006340,Treatment,1896.82,10,11,SMB,South,8.2,0
C006341,Treatment,1459.16,5,15,Consumer,West,12.6,0
C006342,Treatment,1156.43,1,4,SMB,West,13.6,0
C006343,Treatment,761.54,1,3,Consumer,South,2.9,0
C006344,Control,2243.82,3,29,Consumer,East,6.1,0
C006345,Control,2276.75,13,29,Enterprise,East,1.5,0
C006346,Treatment,925.01,5,9,Consumer,West,13.8,0
C006347,Treatment,1745.67,6,17,Consumer,South,10.7,0
C006348,Treatment,1122.54,5,11,Consumer,North,10.7,0
C006349,Control,1124.67,1,12,Consumer,South,9.0,0
C006350,Treatment,1906.29,6,16,SMB,North,10.2,1
C006351,Treatment,1273.74,3,13,Consumer,North,10.3,0
C006352,Treatment,5570.37,11,31,Enterprise,South,10.5,0
C006353,Treatment,1956.34,6,23,Consumer,North,5.2,1
C006354,Control,930.17,2,13,Consumer,West,13.0,0
C006355,Control,2714.95,6,19,Consumer,South,14.5,0
C006356,Control,1537.06,6,27,Consumer,South,10.1,0
C006357,Control,2610.15,5,10,Consumer,West,8.0,0
C006358,Treatment,1271.26,9,35,Consumer,South,17.6,0
C006359,Treatment,1043.9,7,12,Consumer,East,12.3,0
C006360,Control,1333.0,8,48,SMB,West,1.7,0
C006361,Control,1671.25,10,20,SMB,South,12.0,0
C006362,Treatment,6392.13,4,5,Consumer,South,14.1,1
C006363,Treatment,1373.1,3,8,Consumer,South,8.3,0
C006364,Control,1833.27,6,7,Consumer,South,3.2,0
C006365,Treatment,1121.42,8,23,Consumer,East,14.6,0
C006366,Control,1348.62,5,9,Consumer,South,10.4,0
C006367,Control,2855.03,7,20,Enterprise,South,14.6,0
C006368,Control,2358.15,8,22,Consumer,South,10.0,1
C006369,Treatment,1387.0,4,15,Consumer,North,1.4,0
C006370,Treatment,2917.92,11,39,Consumer,North,12.3,0
C006371,Treatment,1245.01,4,20,Consumer,South,12.1,0
C006372,Control,1637.8,1,3,SMB,North,4.7,1
C006373,Treatment,1212.24,4,21,Consumer,East,20.4,0
C006374,Treatment,1744.71,1,15,Consumer,West,4.9,1
C006375,Control,1381.57,1,2,Consumer,West,5.7,1
C006376,Control,4662.15,7,34,SMB,South,16.1,0
C006377,Control,2586.33,1,24,Consumer,South,3.0,0
C006378,Treatment,1408.89,3,13,Consumer,East,8.6,0
C006379,Control,1032.9,6,10,Consumer,East,5.9,0
C006380,Control,1428.56,7,32,Consumer,West,8.9,0
C006381,Treatment,2342.85,4,20,Enterprise,South,4.5,0
C006382,Treatment,1302.22,1,1,Consumer,South,18.0,0
C006383,Treatment,3748.15,3,45,Consumer,South,5.0,0
C006384,Treatment,3987.71,5,16,Enterprise,West,12.4,0
C006385,Control,5305.21,11,37,Enterprise,East,2.5,0
C006386,Treatment,968.64,8,17,Consumer,West,8.2,0
C006387,Control,1854.94,2,12,Consumer,East,15.0,0
C006388,Control,1713.65,9,18,Enterprise,West,9.7,0
C006389,Treatment,2606.23,13,52,Consumer,South,15.0,1
C006390,Control,1222.07,7,14,Consumer,West,8.2,0
C006391,Control,1556.91,2,8,Consumer,West,12.0,0
C006392,Treatment,3405.46,9,18,SMB,West,9.9,1
C006393,Control,1601.02,8,39,Consumer,West,4.7,0
C006394,Control,1108.56,5,12,Consumer,South,14.3,1
C006395,Treatment,2342.69,16,72,SMB,East,5.3,0
C006396,Treatment,3123.65,1,3,SMB,South,11.1,0
C006397,Treatment,1811.27,11,22,Consumer,West,8.2,0
C006398,Control,931.24,4,16,Consumer,West,10.4,0
C006399,Treatment,2170.77,1,10,SMB,West,9.2,0
C006400,Treatment,2896.43,8,47,Consumer,South,18.3,0
C006401,Control,6141.61,8,21,SMB,West,12.2,1
C006402,Control,1116.95,15,42,Consumer,West,7.4,0
C006403,Control,1748.12,1,9,SMB,East,8.1,1
C006404,Treatment,1227.54,6,16,Consumer,South,9.0,1
C006405,Control,2138.2,1,6,Consumer,West,7.2,0
C006406,Treatment,1461.74,2,40,Consumer,West,3.3,1
C006407,Treatment,1182.7,6,10,Consumer,South,18.3,1
C006408,Control,1635.22,1,7,Consumer,South,13.2,0
C006409,Treatment,1403.8,10,34,Consumer,East,6.1,0
C006410,Control,3964.42,12,42,SMB,East,10.0,0
C006411,Control,3583.72,3,15,Consumer,South,14.7,0
C006412,Treatment,1243.22,10,36,Consumer,South,7.0,0
C006413,Control,2824.94,8,21,SMB,West,0.9,0
C006414,Treatment,2586.37,1,23,Consumer,West,5.3,0
C006415,Treatment,1623.28,4,7,SMB,South,3.7,1
C006416,Control,1727.47,5,8,Consumer,West,8.8,0
C006417,Control,3067.19,7,30,Consumer,South,3.1,1
C006418,Control,1036.94,9,13,Consumer,North,12.8,0
C006419,Treatment,1567.66,3,3,Enterprise,East,9.9,0
C006420,Treatment,1471.24,13,22,Consumer,North,12.1,0
C006421,Control,1440.8,9,16,Consumer,North,11.7,0
C006422,Treatment,1157.27,9,11,Consumer,West,4.1,1
C006423,Treatment,3475.12,5,4,Consumer,South,0.0,0
C006424,Treatment,1764.42,8,15,Consumer,South,12.8,0
C006425,Control,1247.71,4,15,Consumer,South,5.8,0
C006426,Control,2044.38,11,17,Consumer,South,12.1,0
C006427,Control,1201.45,1,1,SMB,East,8.4,0
C006428,Control,1228.39,12,26,Consumer,South,9.9,0
C006429,Control,1871.23,5,21,Consumer,South,13.2,0
C006430,Control,745.47,1,4,Consumer,South,5.5,0
C006431,Control,1362.03,8,25,Consumer,East,5.7,1
C006432,Control,941.45,6,23,Consumer,West,15.1,0
C006433,Control,1954.37,8,21,Consumer,South,13.2,0
C006434,Treatment,1286.81,10,11,Consumer,West,10.9,0
C006435,Treatment,2138.59,4,30,SMB,West,2.9,1
C006436,Control,1118.92,15,44,Consumer,South,8.0,0
C006437,Treatment,2499.17,7,15,Consumer,North,4.3,0
C006438,Control,1079.46,5,6,Consumer,East,6.1,1
C006439,Treatment,1210.66,1,8,Consumer,West,5.3,0
C006440,Treatment,699.64,5,7,Consumer,North,4.3,0
C006441,Control,2580.27,9,20,Consumer,North,8.9,0
C006442,Treatment,1331.41,12,21,Consumer,East,5.0,0
C006443,Treatment,1112.84,1,2,Consumer,West,6.9,0
C006444,Treatment,2847.92,3,10,Consumer,North,5.2,0
C006445,Control,1125.7,14,21,Consumer,South,14.9,0
C006446,Control,2869.16,1,20,Enterprise,South,10.1,0
C006447,Treatment,2718.04,7,10,SMB,West,11.3,0
C006448,Control,2495.6,6,17,Enterprise,East,8.4,0
C006449,Treatment,3413.12,14,72,SMB,South,8.8,1
C006450,Treatment,3056.99,4,17,Enterprise,West,10.1,0
C006451,Control,1651.21,11,7,Consumer,South,15.8,0
C006452,Control,1218.61,7,13,Consumer,West,14.0,0
C006453,Control,3146.29,8,34,SMB,South,9.5,0
C006454,Control,2180.18,2,12,Consumer,North,4.8,0
C006455,Treatment,1452.98,7,15,Consumer,South,12.1,1
C006456,Treatment,3792.14,9,41,SMB,South,6.9,0
C006457,Control,5497.35,1,7,Enterprise,West,7.0,0
C006458,Treatment,2433.05,5,19,Consumer,South,8.2,0
C006459,Treatment,1561.62,6,13,Consumer,South,9.7,0
C006460,Treatment,1032.12,6,22,Consumer,West,13.4,0
C006461,Control,1265.61,10,13,Consumer,South,4.5,0
C006462,Treatment,1387.62,5,5,SMB,South,11.5,0
C006463,Treatment,1211.11,2,7,Consumer,North,7.6,0
C006464,Control,2788.8,12,38,Consumer,West,22.7,0
C006465,Treatment,3260.43,4,18,SMB,East,8.4,0
C006466,Treatment,3169.58,4,15,Consumer,West,13.8,0
C006467,Control,1696.33,11,45,SMB,West,16.8,1
C006468,Treatment,2240.78,5,23,SMB,South,4.5,0
C006469,Treatment,966.55,7,12,SMB,North,8.9,1
C006470,Treatment,3851.37,9,21,Enterprise,East,11.3,0
C006471,Control,6781.25,6,38,Enterprise,North,5.0,0
C006472,Treatment,1098.19,13,29,Consumer,West,7.2,1
C006473,Treatment,3817.1,6,12,Consumer,South,7.7,0
C006474,Treatment,3277.33,1,19,Enterprise,South,12.6,0
C006475,Control,2857.44,5,15,SMB,South,16.3,0
C006476,Control,1483.57,17,68,Consumer,South,8.2,0
C006477,Treatment,2862.47,5,29,SMB,East,4.7,0
C006478,Control,2110.01,11,9,Consumer,West,18.8,0
C006479,Control,1182.02,5,30,Consumer,West,11.6,0
C006480,Control,1469.52,4,4,Consumer,West,12.6,0
C006481,Treatment,2284.13,1,4,SMB,South,1.5,1
C006482,Control,2303.48,4,20,SMB,South,1.7,0
C006483,Treatment,4813.35,6,19,Enterprise,West,7.4,0
C006484,Treatment,2300.13,3,20,SMB,South,11.6,0
C006485,Treatment,2573.57,6,26,Consumer,South,9.1,0
C006486,Treatment,2469.18,2,14,Consumer,North,6.2,0
C006487,Control,740.25,3,31,Consumer,East,4.0,0
C006488,Treatment,1331.88,3,13,Consumer,East,12.8,1
C006489,Control,1729.58,12,20,SMB,South,11.3,1
C006490,Treatment,1260.5,2,10,Consumer,North,6.1,0
C006491,Control,1093.98,4,15,Consumer,North,8.6,1
C006492,Treatment,1761.92,4,12,SMB,South,5.3,0
C006493,Treatment,970.3,10,15,SMB,North,5.2,0
C006494,Control,1196.07,8,27,Consumer,West,9.9,0
C006495,Treatment,1010.35,5,31,Consumer,West,18.1,0
C006496,Control,1175.72,3,33,Consumer,West,10.4,0
C006497,Control,1807.38,1,13,Consumer,West,11.6,0
C006498,Control,3455.75,6,22,SMB,West,7.8,0
C006499,Control,1531.71,1,10,Consumer,East,8.0,1
C006500,Treatment,2212.94,11,26,Consumer,South,11.7,0
C006501,Treatment,1241.2,1,5,SMB,West,10.1,0
C006502,Control,1507.14,16,50,Consumer,South,11.4,1
C006503,Treatment,2077.68,2,10,SMB,South,3.7,1
C006504,Treatment,1634.94,4,23,Consumer,North,8.5,0
C006505,Treatment,2858.2,13,72,Consumer,East,9.0,1
C006506,Control,1632.38,6,14,Consumer,West,11.7,0
C006507,Treatment,1797.05,10,23,Consumer,East,10.6,1
C006508,Control,3069.87,4,5,Consumer,South,5.8,0
C006509,Treatment,1480.03,2,22,Consumer,East,14.1,0
C006510,Treatment,2297.87,3,7,SMB,West,15.1,0
C006511,Treatment,2862.92,4,16,Consumer,West,6.4,1
C006512,Control,1583.67,1,4,Consumer,South,4.6,1
C006513,Control,1570.29,6,21,Consumer,South,5.9,0
C006514,Treatment,1015.57,7,15,Consumer,South,6.0,0
C006515,Control,819.38,9,14,Consumer,West,9.0,0
C006516,Control,1769.47,5,4,Consumer,North,13.7,0
C006517,Treatment,1680.58,1,19,Consumer,West,8.6,0
C006518,Treatment,3562.88,2,14,Enterprise,North,14.4,1
C006519,Control,1184.24,6,10,Consumer,West,16.5,0
C006520,Control,1424.72,1,8,SMB,South,13.6,0
C006521,Treatment,1301.42,8,25,SMB,East,13.4,0
C006522,Control,1498.88,4,20,Consumer,East,13.0,1
C006523,Control,1155.09,5,18,Consumer,West,9.3,0
C006524,Control,1629.7,10,59,Consumer,West,4.1,0
C006525,Control,3903.79,9,33,Consumer,North,14.2,1
C006526,Treatment,2975.77,5,25,Consumer,South,12.9,0
C006527,Control,1327.42,10,18,Consumer,South,2.7,0
C006528,Control,2250.02,5,24,Consumer,East,8.1,1
C006529,Treatment,1523.54,18,46,Consumer,East,9.0,0
C006530,Control,1948.81,4,5,Consumer,South,7.2,0
C006531,Control,2006.16,5,21,Consumer,West,13.3,0
C006532,Treatment,672.45,4,23,Consumer,South,12.7,0
C006533,Treatment,1852.51,2,7,SMB,South,12.2,0
C006534,Control,1774.37,4,18,Consumer,South,8.1,0
C006535,Control,1191.17,7,27,Consumer,East,5.6,0
C006536,Control,1735.86,6,25,SMB,North,14.7,1
C006537,Control,1310.53,10,17,Consumer,West,5.0,0
C006538,Treatment,1384.84,8,20,Consumer,East,2.6,1
C006539,Treatment,947.25,8,18,Consumer,East,8.2,1
C006540,Treatment,1378.43,6,6,Consumer,South,8.3,0
C006541,Treatment,931.81,3,13,Consumer,West,10.0,0
C006542,Control,2420.61,12,72,Consumer,West,12.7,0
C006543,Treatment,951.09,6,18,Consumer,South,13.2,0
C006544,Treatment,921.35,4,12,Consumer,South,12.1,0
C006545,Control,5975.84,6,27,Enterprise,South,6.6,0
C006546,Treatment,4331.53,10,5,Enterprise,South,9.4,1
C006547,Control,2662.26,6,13,Consumer,South,8.9,0
C006548,Treatment,2201.03,1,14,SMB,East,16.0,0
C006549,Treatment,2569.88,8,27,Consumer,South,4.6,0
C006550,Control,5609.43,7,18,SMB,West,6.7,0
C006551,Treatment,989.44,3,19,SMB,South,17.5,0
C006552,Control,1601.86,7,17,Consumer,East,15.2,0
C006553,Treatment,2528.12,1,9,Consumer,West,9.2,0
C006554,Control,1013.74,3,19,Consumer,South,8.2,0
C006555,Control,1260.39,5,20,Consumer,North,13.2,0
C006556,Control,1010.75,3,14,Consumer,South,13.8,0
C006557,Treatment,1467.66,6,23,SMB,South,9.0,0
C006558,Control,617.16,1,10,Consumer,West,17.8,0
C006559,Treatment,1666.75,6,14,Consumer,West,8.4,0
C006560,Control,2507.69,10,37,Consumer,East,9.9,0
C006561,Control,2025.01,1,11,SMB,West,15.8,0
C006562,Control,1346.83,8,13,Consumer,South,8.4,0
C006563,Control,1584.39,7,21,Consumer,South,17.2,0
C006564,Treatment,2598.99,9,42,SMB,South,12.5,0
C006565,Control,2829.6,5,29,Consumer,East,6.3,0
C006566,Treatment,1385.37,8,20,Consumer,South,15.7,0
C006567,Treatment,2182.02,3,17,Consumer,North,6.8,0
C006568,Treatment,7802.22,1,4,SMB,West,3.9,1
C006569,Treatment,2447.32,4,19,SMB,South,9.1,0
C006570,Treatment,1066.19,2,10,SMB,South,6.3,0
C006571,Treatment,5662.32,3,9,SMB,South,7.9,0
C006572,Treatment,887.17,1,7,Consumer,North,7.0,0
C006573,Treatment,3772.12,9,29,SMB,North,5.2,0
C006574,Treatment,3117.43,1,12,SMB,South,1.6,1
C006575,Control,1583.62,2,6,SMB,South,12.7,0
C006576,Treatment,1275.42,3,15,SMB,West,11.8,0
C006577,Control,3639.71,9,39,Consumer,South,11.8,0
C006578,Treatment,1175.25,3,8,Consumer,East,10.2,0
C006579,Treatment,1380.94,9,42,SMB,East,5.1,0
C006580,Treatment,2309.98,6,22,Consumer,West,10.9,0
C006581,Treatment,2313.17,13,42,Consumer,West,6.3,0
C006582,Treatment,1365.7,5,15,Enterprise,South,5.7,0
C006583,Treatment,4519.53,10,28,Enterprise,North,0.2,0
C006584,Control,2185.65,15,51,Consumer,North,13.5,0
C006585,Control,1984.33,2,11,Consumer,North,5.6,1
C006586,Control,3853.36,10,16,Consumer,West,11.8,0
C006587,Control,1088.22,4,19,Consumer,South,3.0,0
C006588,Treatment,1832.86,2,21,Consumer,North,5.7,0
C006589,Treatment,1263.79,2,1,Consumer,North,14.2,0
C006590,Treatment,2876.45,8,23,SMB,West,12.9,0
C006591,Control,1232.8,11,20,Consumer,South,14.7,1
C006592,Treatment,1794.35,7,13,Consumer,North,6.9,0
C006593,Control,3952.04,19,69,Consumer,West,4.3,0
C006594,Treatment,3691.64,12,32,Consumer,East,11.0,1
