customer_id,tenure_months,orders_last_90_days,total_spend_last_90_days,avg_order_value,support_tickets_last_90_days,days_since_last_order
C00535,27.04,21,38007.61,2634.55,1,15.09
C00536,23.25,2,12188.07,2053.68,2,8.73
C00537,29.67,10,21136.67,1857.79,4,15.34
C00538,26.02,20,37339.02,3618.66,2,13.12
C00539,20.47,14,41542.9,3012.63,2,6.14
C00540,2.94,1,2936.97,1360.32,1,72.85
C00541,6.67,3,2306.77,1573.43,2,14.44
C00542,26.57,9,22358.88,1836.79,3,11.93
C00543,11.94,2,3477.17,1907.46,4,58.78
C00544,1.31,1,1694.95,1718.26,2,19.97
C00545,26.68,12,51521.59,2155.08,3,9.51
C00546,29.45,12,17096.89,2386.32,1,11.26
C00547,20.0,3,18832.78,1742.91,3,10.46
C00548,30.97,18,64603.29,2903.03,1,7.01
C00549,5.59,4,8974.63,2787.68,5,50.98
C00550,14.55,10,20717.61,2081.32,5,13.68
C00551,23.92,11,18945.87,1989.77,7,12.28
C00552,30.09,15,68070.59,3299.07,1,10.05
C00553,19.55,7,22411.74,2236.26,3,17.71
C00554,8.72,2,3076.82,1307.7,5,26.09
C00555,30.99,17,67835.93,2493.43,1,4.12
C00556,19.94,5,16846.62,1346.67,3,14.5
C00557,9.07,12,13115.5,2378.93,2,29.21
C00558,22.5,6,14873.13,2311.93,3,16.81
C00559,25.63,7,19410.82,2434.12,4,16.88
C00560,16.27,4,14246.9,2211.43,3,18.52
C00561,35.27,13,49874.38,2984.92,1,13.73
C00562,23.45,10,27074.04,1575.39,3,20.56
C00563,3.34,2,1561.44,1707.17,4,49.9
C00564,2.03,2,8911.78,1808.48,1,73.64
C00565,15.96,2,9987.39,1528.98,5,60.38
C00566,27.47,5,8399.28,1984.95,8,36.15
C00567,19.51,2,8296.2,1709.01,7,56.77
C00568,6.49,19,57779.38,3100.67,2,14.57
C00569,19.87,10,23700.21,2226.91,2,1.0
C00570,15.14,11,17411.07,2380.41,3,27.02
C00571,16.23,10,21276.48,2625.56,0,14.79
C00572,10.39,4,3312.09,1412.19,3,60.64
C00573,15.84,10,24312.37,2761.66,4,18.31
C00574,14.62,4,7210.82,1875.86,4,74.46
C00575,2.44,2,3126.87,2097.3,1,33.01
C00576,14.7,14,6344.44,1749.04,7,22.14
C00577,2.58,2,3087.69,1753.84,5,51.99
C00578,14.76,11,15857.86,1738.33,0,7.04
C00579,3.41,1,3407.21,1140.18,0,26.21
C00580,15.17,7,25837.86,1885.26,4,17.87
C00581,17.75,6,18735.48,1832.22,3,16.35
C00582,12.33,12,20920.78,1943.18,3,17.41
C00583,21.93,18,46410.89,2474.78,0,6.57
C00584,21.4,7,30343.19,2409.99,5,23.57
C00585,14.41,1,100.0,1366.16,3,47.73
C00586,16.93,5,8455.14,2119.57,4,38.57
C00587,39.3,18,46390.94,2620.37,1,5.16
C00588,10.3,4,18122.48,1892.48,5,20.05
C00589,19.59,7,18455.37,2226.35,4,17.34
C00590,35.55,18,59135.62,2679.57,0,9.07
C00591,9.9,3,3548.84,1395.42,1,54.93
C00592,20.56,7,23992.41,1791.0,2,29.45
C00593,23.21,8,20293.21,2154.18,0,11.65
C00594,17.69,8,20111.96,2495.32,3,10.6
C00595,30.27,17,50595.43,2768.7,4,1.0
C00596,15.67,9,15484.86,2414.94,4,17.67
C00597,13.11,3,7238.03,1768.65,6,58.79
C00598,20.27,1,4873.34,1100.59,8,58.75
C00599,9.02,1,5320.43,1317.34,2,60.38
C00600,8.09,2,7947.93,2942.99,7,79.1
C00601,25.23,10,14548.62,2470.91,1,29.21
C00602,16.4,0,6648.73,2061.58,6,65.73
C00603,3.6,1,2907.12,1509.47,1,67.09
C00604,9.05,3,7669.92,1177.31,3,55.18
C00605,14.92,3,756.67,566.85,3,43.27
C00606,22.99,2,8375.53,2138.47,5,48.61
C00607,7.1,3,2981.37,1792.2,1,21.09
C00608,41.84,16,46884.02,2870.39,2,6.45
C00609,14.88,3,7937.05,857.01,10,52.79
C00610,21.48,5,16880.5,1864.69,5,13.9
C00611,22.55,7,16963.21,2014.06,5,4.77
C00612,5.79,0,4781.24,1475.36,3,43.99
C00613,1.0,1,4560.55,1621.08,2,26.95
C00614,1.0,1,2943.83,1760.45,3,56.35
C00615,13.57,9,17553.96,2029.58,6,5.67
C00616,13.36,5,3835.27,1542.5,5,51.65
C00617,3.83,4,9165.72,2003.35,4,56.3
C00618,12.6,8,28690.61,2133.49,1,19.26
C00619,18.54,13,42629.89,2700.06,3,10.31
C00620,31.66,14,47128.17,3022.4,1,6.89
C00621,18.09,2,8065.15,2437.09,6,72.69
C00622,21.36,5,14040.38,1808.24,2,17.37
C00623,9.46,3,3400.63,1366.3,0,46.27
C00624,18.15,10,28478.08,2534.21,4,11.27
C00625,4.95,2,1991.97,1650.14,3,25.41
C00626,25.18,9,11219.18,2082.03,3,24.81
C00627,12.64,4,7967.85,1273.98,3,71.84
C00628,36.37,19,65461.36,3375.47,3,4.35
C00629,28.39,11,17263.73,1866.11,3,6.3
C00630,9.8,1,3481.79,1343.51,2,31.38
C00631,6.36,4,4800.58,1606.34,2,60.2
C00632,11.52,1,2899.33,953.41,4,82.17
C00633,28.56,9,57480.01,2493.16,1,10.51
C00634,19.53,8,16076.77,2144.04,2,10.24
C00635,25.67,19,50397.07,2263.92,3,1.0
C00636,24.88,16,53333.61,3152.75,3,5.15
C00637,19.11,3,3221.15,2560.22,3,61.29
C00638,17.73,3,6263.56,2130.9,3,54.01
C00639,11.05,2,8571.87,2230.99,5,66.71
C00640,7.2,1,2664.66,1410.15,1,52.71
C00641,16.64,1,3371.19,1969.87,4,59.53
C00642,10.12,1,1165.0,2002.33,3,37.45
C00643,21.46,16,41284.85,3297.54,1,12.37
C00644,15.6,6,17081.64,1181.54,3,16.81
C00645,20.77,0,10404.67,2128.24,9,54.21
C00646,11.06,1,3926.96,1268.65,0,24.77
C00647,28.04,15,55384.66,2086.29,0,13.49
C00648,23.42,6,18986.5,2456.83,4,19.04
C00649,22.67,2,7577.95,1792.86,5,49.15
C00650,28.51,18,42564.15,3260.81,1,7.13
C00651,16.23,10,9464.03,2411.82,2,26.54
C00652,5.09,2,5487.92,1416.8,4,45.7
C00653,17.91,3,9619.63,1525.79,4,45.42
C00654,18.6,8,22196.24,2556.66,2,12.86
C00655,1.26,4,3396.07,1643.94,0,44.98
C00656,21.06,8,23840.68,2909.14,2,10.85
C00657,3.49,4,4355.06,1459.34,2,30.3
C00658,23.34,8,17829.66,2313.08,3,16.36
C00659,18.06,11,26409.22,2304.92,4,16.6
C00660,13.75,11,19770.58,1602.08,3,17.42
C00661,14.94,13,21159.28,2580.61,3,18.57
C00662,3.25,2,3016.97,1089.87,1,39.18
C00663,20.48,10,16384.07,2264.1,3,1.0
C00664,24.61,22,36863.75,2950.71,4,4.96
C00665,18.01,5,26322.54,2070.83,3,27.48
C00666,19.63,2,5881.81,1997.97,5,23.24
C00667,6.79,1,5101.17,1553.04,1,32.42
C00668,1.0,1,4321.22,2169.54,3,43.34
C00669,15.41,6,28268.95,2033.94,6,27.75
C00670,7.56,7,15989.3,2072.05,3,38.97
C00671,20.46,19,57548.57,2899.29,2,3.82
C00672,18.64,11,20474.2,2299.57,5,24.56
C00673,7.29,1,2219.99,1434.11,2,36.39
C00674,8.45,1,3372.06,1706.02,3,39.99
C00675,15.64,5,20708.88,2359.08,2,14.94
C00676,21.22,7,15477.7,2518.77,4,22.21
C00677,10.7,0,4759.99,1617.62,4,51.97
C00678,18.29,8,20652.15,1990.89,4,6.89
C00679,24.21,26,46365.28,2792.59,1,9.34
C00680,13.58,8,22819.9,1855.43,4,23.76
C00681,35.38,19,81171.33,3374.54,2,4.5
C00682,17.42,13,26692.91,2617.42,4,9.21
C00683,31.41,13,38612.76,3007.62,3,11.61
C00684,20.98,11,14569.06,2063.26,1,3.98
C00685,20.18,2,9681.25,2243.34,5,63.85
C00686,14.03,3,19554.89,1935.19,2,31.83
C00687,8.84,10,14523.37,2417.89,3,20.66
C00688,3.22,1,4205.43,2031.24,3,28.85
C00689,17.37,7,7756.06,2384.74,5,54.37
C00690,21.72,10,15551.25,1816.67,4,26.34
C00691,27.07,14,19605.79,1991.08,5,22.99
C00692,3.07,1,3639.51,1446.82,2,64.31
C00693,22.55,13,10308.09,2188.69,4,7.31
C00694,14.07,6,19097.64,2669.75,6,12.3
C00695,9.11,3,3503.91,1619.69,2,75.38
C00696,24.61,6,22580.74,2412.33,3,25.92
C00697,16.32,3,7803.1,992.7,6,44.98
C00698,10.88,13,21268.93,2089.56,2,20.07
C00699,21.94,2,7487.93,2147.23,2,54.14
C00700,15.42,9,16742.67,2148.17,6,15.73
C00701,19.75,15,16524.93,2735.14,3,30.47
C00702,22.5,10,18704.66,1881.59,3,24.28
C00703,27.91,17,49742.96,3346.61,3,5.33
C00704,4.33,2,4985.79,1843.8,0,40.25
C00705,12.42,8,26219.84,1602.09,1,12.2
C00706,19.72,11,20968.52,2511.49,0,26.32
C00707,12.82,4,4191.44,1801.98,6,72.34
C00708,3.9,3,4786.91,2002.2,8,74.31
C00709,14.79,12,25124.06,1524.86,4,24.71
C00710,16.45,5,23243.3,1680.17,3,17.72
C00711,9.86,1,2110.04,1529.67,4,86.17
C00712,4.45,3,4783.66,2207.52,4,44.88
C00713,4.64,2,3420.16,1645.11,2,21.06
C00714,9.91,2,4510.26,1287.68,0,44.39
C00715,24.07,3,7000.83,1451.86,10,39.56
C00716,13.65,11,10647.91,2546.11,4,24.29
C00717,21.35,9,14215.83,2050.97,2,21.4
C00718,33.65,24,55345.91,3316.06,2,6.09
C00719,18.32,2,8172.96,1375.52,4,64.53
C00720,10.55,1,3871.8,1340.18,2,70.5
C00721,22.84,11,27589.56,1853.64,2,12.95
C00722,16.47,2,18066.57,1909.4,4,20.47
C00723,23.8,20,58509.37,2554.15,2,1.0
C00724,2.64,1,3096.42,1216.39,1,22.94
C00725,29.2,20,55621.29,2905.56,0,5.52
C00726,25.15,16,52674.83,3541.49,3,4.05
C00727,22.07,11,15372.7,2397.1,3,8.13
C00728,31.19,19,49950.9,2883.15,1,10.44
C00729,17.74,9,20607.14,1695.9,2,2.53
C00730,21.39,5,19596.56,2229.85,4,9.57
C00731,17.61,14,26714.42,2445.56,4,10.96
C00732,33.03,17,57044.75,2615.22,2,8.66
C00733,29.72,20,46787.25,2295.52,4,17.96
C00734,20.68,5,15520.62,2278.19,5,9.51
C00735,27.13,19,59781.21,2745.38,0,10.48
C00736,22.87,3,8513.1,1610.2,4,70.4
C00737,20.32,10,25759.52,1730.81,2,19.11
C00738,14.61,11,18156.7,1752.61,3,19.19
C00739,23.61,10,21075.16,2212.1,3,12.99
C00740,19.73,8,26604.2,2569.76,4,20.65
C00741,27.38,13,50054.45,2945.63,2,9.88
C00742,34.45,15,45852.32,3552.89,3,6.44
C00743,6.57,2,3041.05,1641.8,6,48.42
C00744,32.64,11,47635.9,3452.97,2,1.0
C00745,22.04,15,10018.42,2631.79,0,24.57
C00746,17.95,2,21007.62,2502.79,4,22.09
C00747,15.53,3,22113.39,2712.41,5,4.08
C00748,8.91,6,11831.61,2115.47,4,7.99
C00749,20.44,4,6129.6,1730.99,2,50.02
C00750,7.03,2,3492.54,1573.27,2,50.15
C00751,24.01,9,20429.18,2034.84,2,21.66
C00752,14.67,10,19127.15,1993.62,3,14.44
C00753,8.13,10,20041.96,2397.38,2,31.27
C00754,15.72,6,14528.42,1493.13,5,27.6
C00755,19.21,2,12028.17,1659.31,5,76.56
C00756,21.95,16,20119.25,1961.04,2,5.07
C00757,16.33,12,21694.75,2107.11,2,19.59
C00758,11.05,2,3216.76,1260.91,3,1.0
C00759,30.68,28,38424.64,2791.38,2,6.15
C00760,24.22,10,19685.35,2379.05,3,40.26
C00761,16.06,3,3223.83,1582.62,8,34.97
C00762,12.9,18,64336.7,2919.07,2,1.0
C00763,31.17,21,35964.41,3410.54,3,12.53
C00764,32.08,21,56686.49,3290.81,0,2.0
C00765,4.06,2,3504.58,1597.4,4,65.67
C00766,21.89,19,44369.52,2815.29,2,1.0
C00767,32.47,11,16319.34,2774.58,2,18.93
C00768,24.59,25,51055.14,2967.27,3,10.34
C00769,27.62,22,74846.35,3042.83,2,8.68
C00770,24.17,2,6804.21,1185.02,4,47.23
C00771,17.66,14,21411.97,1780.77,2,27.62
C00772,24.76,9,17008.63,2493.73,2,20.74
C00773,31.64,10,15509.76,2243.63,2,8.24
C00774,9.8,3,2595.82,1386.83,1,42.3
C00775,24.06,14,69029.52,3109.92,3,11.53
C00776,10.08,2,3354.32,1419.29,3,51.15
C00777,12.32,1,7865.59,1718.29,2,62.61
C00778,34.76,28,48479.22,2657.58,1,8.83
C00779,16.42,2,7062.68,1008.53,8,43.44
C00780,6.86,1,2242.94,1416.12,2,53.64
C00781,26.63,11,23329.74,2606.14,4,17.74
C00782,11.04,3,3843.14,1063.61,1,40.05
C00783,22.68,9,24115.91,2560.33,5,26.44
C00784,7.74,4,5981.18,1140.37,5,74.87
C00785,8.84,4,3230.4,2234.34,2,45.4
C00786,10.32,12,16740.44,1873.53,5,26.11
C00787,11.53,2,2933.73,1482.04,3,72.96
C00788,20.21,15,23037.37,2017.82,4,29.94
C00789,28.99,5,7564.19,1713.32,7,80.11
C00790,18.04,4,7628.49,1668.84,6,57.03
C00791,28.31,8,19236.75,1797.12,4,27.57
C00792,27.75,10,21584.59,2046.26,4,20.2
C00793,18.35,9,21033.65,1997.05,3,29.95
C00794,46.97,13,40664.76,2469.28,2,11.58
C00795,32.14,19,56760.42,2588.56,2,7.92
C00796,8.49,6,13952.95,2367.44,3,22.28
C00797,15.12,12,57968.94,1649.6,3,1.0
C00798,33.9,14,61440.13,4343.67,0,10.78
C00799,2.34,4,6983.07,1851.91,4,66.71
C00800,4.86,5,6476.87,1238.92,9,53.99
C00801,28.35,5,5504.64,1766.0,6,77.89
C00802,20.63,10,18100.54,2082.31,5,18.03
C00803,5.42,1,2280.11,1079.37,1,71.97
C00804,16.76,11,7845.6,2298.91,3,14.63
C00805,29.27,16,32885.13,3315.01,2,6.74
C00806,21.24,12,54015.03,3626.05,2,2.47
C00807,16.58,3,9660.11,2042.69,0,63.18
C00808,20.98,12,50303.74,3084.94,0,10.82
C00809,22.58,9,15095.69,1757.22,5,7.42
C00810,11.26,2,2875.42,987.57,2,56.04
C00811,18.65,20,52801.11,2610.31,3,1.0
C00812,30.43,24,64959.49,3075.41,2,5.46
C00813,5.79,3,1950.58,1727.23,5,43.89
C00814,9.93,5,22494.54,2079.09,4,14.26
C00815,33.81,17,45407.46,2719.55,1,15.96
C00816,6.61,3,2302.07,1184.42,2,64.82
C00817,4.92,1,3202.1,1649.71,4,51.37
C00818,21.86,11,13811.43,1762.83,1,8.67
C00819,20.57,3,7698.74,762.91,10,41.59
C00820,30.31,5,15344.19,1329.0,4,10.29
C00821,20.49,13,58996.2,3220.16,4,5.26
C00822,19.31,5,17492.32,1918.4,4,25.12
C00823,23.95,6,23493.11,2084.57,3,13.04
C00824,11.08,6,8268.53,1869.84,5,91.69
C00825,12.22,1,2644.3,1435.73,2,32.38
C00826,31.07,24,40177.35,2392.33,2,6.25
C00827,29.99,12,23249.45,2007.47,3,7.84
C00828,22.69,10,24786.99,2026.21,3,19.19
C00829,10.57,1,3956.87,1493.85,0,7.48
C00830,17.18,13,26536.08,2224.38,6,17.7
C00831,21.67,2,6213.5,1529.0,2,74.31
C00832,14.15,7,13690.13,2028.47,6,32.66
C00833,8.03,8,14345.39,2445.92,3,13.54
C00834,15.51,2,11535.62,2018.78,7,15.0
C00835,14.53,6,10815.32,1061.16,5,36.98
C00836,28.27,10,15544.92,2111.96,0,10.41
C00837,15.26,4,2646.71,1647.54,8,33.23
C00838,7.92,2,5228.69,1430.96,2,60.39
C00839,10.04,8,16949.24,2051.38,4,21.88
C00840,13.51,9,25706.99,1809.02,3,16.65
C00841,27.56,11,64696.87,2551.54,3,5.51
C00842,10.62,5,9984.71,1883.47,8,50.67
C00843,17.95,7,23068.29,1857.31,5,15.79
C00844,18.12,11,19107.39,1995.73,3,24.26
C00845,23.36,17,52092.58,3289.06,2,15.23
C00846,6.37,2,2777.66,1105.01,0,35.45
C00847,24.81,9,16819.1,2529.29,5,26.79
C00848,9.03,2,12034.34,1896.46,5,65.78
C00849,35.05,16,53974.96,3316.95,1,8.05
C00850,2.54,1,2267.97,1643.14,2,33.33
C00851,28.36,13,55859.23,3409.12,2,7.19
C00852,20.24,3,21415.68,3185.66,3,17.17
C00853,9.97,4,4267.46,853.32,3,91.29
C00854,9.49,1,3366.38,1115.79,4,27.79
C00855,18.45,6,16540.98,2620.15,3,14.09
C00856,11.13,3,13369.24,2139.19,4,14.08
C00857,25.99,2,6904.97,1368.17,8,86.46
C00858,1.0,2,4644.21,1065.92,3,66.99
C00859,18.47,11,26924.06,2781.95,3,14.27
C00860,12.48,12,12827.01,2011.6,3,14.48
C00861,16.96,7,7196.0,1625.84,8,58.59
C00862,25.08,3,6878.94,1086.51,3,27.46
C00863,17.66,1,10638.94,1812.1,6,42.34
C00864,21.73,7,14565.8,2515.92,4,16.36
C00865,32.49,18,55447.12,2532.42,4,5.68
C00866,13.22,2,4049.23,1720.27,4,29.87
C00867,11.3,4,2663.7,1510.41,1,38.76
C00868,26.98,1,5144.7,2444.36,7,86.81
C00869,24.85,19,46053.91,2964.49,0,10.74
C00870,19.94,9,17243.36,1786.84,4,9.8
C00871,18.58,6,11213.8,1197.95,5,61.32
C00872,27.51,12,55467.84,2895.49,4,6.99
C00873,11.67,1,1663.59,1716.5,4,27.77
C00874,18.14,5,18184.51,2392.92,2,16.26
C00875,7.09,2,11895.28,1829.17,4,50.28
C00876,1.0,1,4768.44,1457.26,5,43.28
C00877,17.78,11,6973.36,2171.73,3,28.4
C00878,23.79,6,24589.62,2008.19,2,19.38
C00879,13.58,5,8351.56,1882.26,8,71.39
C00880,22.7,13,21739.07,2158.68,5,17.36
C00881,18.2,14,26298.66,2097.14,2,28.24
C00882,20.6,3,6695.32,1932.68,6,45.03
C00883,7.52,2,2511.99,1771.15,4,62.46
C00884,16.34,11,19350.83,1667.49,4,19.02
C00885,33.56,13,22200.18,2187.21,3,10.97
C00886,7.57,6,18785.27,1363.06,2,16.27
C00887,16.71,7,17463.19,2703.36,4,14.08
C00888,27.52,18,45088.4,2553.89,3,6.32
C00889,20.34,18,53062.09,2012.28,2,11.47
C00890,18.16,6,10627.77,2379.57,12,66.37
C00891,18.98,12,16483.44,2137.69,2,20.79
C00892,4.39,1,3537.52,1458.69,0,18.8
C00893,11.12,6,20864.9,2176.63,5,23.27
C00894,35.5,20,53887.11,3394.71,3,9.5
C00895,23.9,0,6773.84,1677.68,8,78.57
C00896,1.2,3,1477.12,1157.64,2,39.27
C00897,8.65,11,22057.31,2468.91,2,17.72
C00898,17.82,14,6245.9,1765.07,3,10.4
C00899,16.45,9,16040.41,2122.56,4,16.35
C00900,15.28,9,18966.54,1490.89,4,14.84
C00901,25.57,11,24265.3,1746.15,2,9.3
C00902,13.77,13,25693.71,1698.15,2,17.47
C00903,32.1,11,37573.0,3120.33,0,6.21
C00904,18.97,10,18362.27,1971.99,4,20.0
C00905,4.41,2,3498.12,2015.47,3,66.86
C00906,10.73,2,6911.55,1742.57,4,73.99
C00907,23.3,8,21887.7,2178.01,4,8.59
C00908,26.98,18,57612.78,2617.2,0,3.67
C00909,17.63,9,26576.87,2303.96,3,17.77
C00910,24.63,7,18368.72,1718.76,5,20.75
C00911,10.05,3,8774.13,1699.71,5,45.19
C00912,8.36,2,2410.11,1099.18,2,41.74
C00913,5.71,2,3972.4,1710.47,3,40.67
C00914,4.73,1,2228.9,1505.9,1,46.73
C00915,3.14,0,4065.23,1357.68,1,25.31
C00916,8.69,3,2476.0,1435.33,4,12.41
C00917,41.77,28,27642.96,2856.12,1,6.94
C00918,25.07,21,50986.87,2490.09,2,10.06
C00919,10.9,4,27967.34,1875.15,3,15.22
C00920,21.29,14,21609.7,1568.57,1,15.21
C00921,26.12,11,59374.07,2411.16,3,15.28
C00922,6.01,2,1398.47,1687.1,1,25.43
C00923,12.97,2,6687.1,2179.87,4,81.03
C00924,10.05,14,14425.7,2099.65,2,15.59
C00925,33.61,24,62714.72,2717.81,2,4.87
C00926,12.05,6,17030.92,2187.36,0,17.68
C00927,38.61,22,46733.34,2271.41,2,1.0
C00928,11.44,2,5380.69,981.91,3,43.19
C00929,16.01,5,21680.87,2336.65,6,25.06
C00930,10.84,1,4078.77,2389.29,4,77.2
C00931,21.15,10,17619.09,2331.24,3,15.42
C00932,22.18,9,15407.49,2309.94,3,21.42
C00933,15.28,5,26807.83,2641.31,4,15.29
C00934,12.9,5,6615.42,1546.98,10,54.28
C00935,27.38,1,8795.46,2628.43,6,51.04
C00936,10.99,12,15534.42,2066.82,1,28.9
C00937,11.62,2,1499.61,1960.77,1,25.11
C00938,15.67,15,38908.26,2619.73,3,6.5
C00939,8.42,1,3084.72,2076.27,1,51.92
C00940,17.04,24,47705.14,3372.74,2,10.45
C00941,22.03,8,23913.58,1834.36,4,15.27
C00942,8.4,2,3064.97,1177.59,2,45.8
C00943,24.22,18,53206.04,2622.64,2,3.98
C00944,32.07,12,20228.92,2510.24,0,1.0
C00945,15.6,5,17935.28,2171.98,4,10.03
C00946,20.4,9,20563.79,1918.08,5,17.28
C00947,27.42,2,9357.07,1776.13,5,64.48
C00948,5.8,0,100.0,1881.73,4,78.97
C00949,6.93,1,2454.54,1503.43,0,74.67
C00950,31.44,10,18951.11,1646.76,5,18.53
C00951,16.27,10,16364.3,2151.41,1,25.61
C00952,17.37,12,18094.89,2052.33,1,23.32
C00953,12.74,8,19004.71,2142.43,0,16.38
C00954,33.57,16,49977.41,2973.08,2,3.88
C00955,6.85,3,1633.47,1387.66,0,61.94
C00956,6.63,1,3119.95,1138.92,0,18.72
C00957,7.53,5,5667.2,1986.49,4,66.39
C00958,11.84,9,19237.83,2914.73,4,13.85
C00959,22.11,15,11666.64,1805.13,3,15.08
C00960,16.0,5,25317.8,1602.09,3,25.32
C00961,17.82,6,12930.96,2019.5,2,19.44
C00962,9.59,11,19519.97,2166.44,5,14.94
C00963,22.92,16,50267.26,2859.07,1,1.0
C00964,24.07,19,53226.32,3439.8,4,11.04
C00965,12.53,3,5222.87,2055.26,3,57.71
C00966,16.77,9,17479.73,2317.44,2,16.66
C00967,1.0,4,2713.38,1636.67,4,50.41
C00968,38.11,13,73576.39,3389.2,2,13.7
C00969,10.99,8,25499.13,1446.53,4,21.73
C00970,29.82,4,26243.34,1904.19,2,9.45
C00971,11.47,10,13994.51,2359.1,2,9.51
C00972,24.31,19,49503.82,2915.39,3,12.33
C00973,25.83,14,52684.85,3111.79,1,4.44
C00974,4.12,2,2010.66,1712.11,0,16.57
C00975,16.0,8,12454.1,1887.64,2,15.25
C00976,16.06,2,11194.59,1995.28,4,56.42
C00977,18.74,13,16298.28,2368.57,3,28.44
C00978,25.75,10,17819.73,2277.31,3,29.76
C00979,18.47,8,16931.73,1675.44,4,12.26
C00980,24.59,5,19572.59,2502.58,0,32.13
C00981,5.3,2,3742.88,1717.84,2,62.95
C00982,9.08,4,3679.03,2089.39,3,12.5
C00983,33.28,2,11238.86,1810.72,8,44.67
C00984,21.75,8,26105.51,2253.53,4,2.85
C00985,27.4,20,54012.53,3332.52,2,8.2
C00986,11.72,0,3766.16,1399.83,1,51.06
C00987,25.36,12,18391.99,2406.51,4,17.39
C00988,23.15,15,59540.68,2881.03,1,1.26
C00989,22.99,7,20486.74,2533.9,1,17.68
C00990,13.81,4,10597.9,1268.22,7,70.47
C00991,13.7,3,8546.12,1937.93,7,63.42
C00992,8.13,4,10416.96,1874.43,3,53.28
C00993,16.36,1,6599.65,1236.25,7,57.49
C00994,8.13,10,18745.71,2280.74,2,12.39
C00995,3.92,1,3024.47,1544.39,2,37.38
C00996,15.89,17,15531.74,1904.71,8,20.95
C00997,5.34,4,5224.9,2163.62,6,48.4
C00998,39.26,20,60756.9,3095.71,2,10.45
C00999,11.84,2,5342.14,1755.15,2,49.53
C01000,18.82,5,18594.68,2177.42,2,20.36
C01001,28.15,21,57968.01,2975.22,1,15.16
C01002,17.15,9,17458.66,1929.06,5,27.7
C01003,31.11,18,57572.06,2933.21,2,9.35
C01004,24.91,19,53837.99,3171.32,1,10.84
C01005,8.66,2,6177.69,1371.18,8,40.46
C01006,13.81,13,16432.38,2034.15,1,23.83
C01007,10.39,3,3698.79,1522.08,1,30.33
C01008,25.74,11,15880.13,2113.94,3,10.1
C01009,16.24,2,5118.66,1208.35,3,49.43
C01010,17.49,6,21928.33,2077.06,4,16.72
C01011,9.49,3,4343.31,2015.78,4,68.77
C01012,15.97,12,13948.2,1862.78,4,26.19
C01013,28.0,9,27269.86,1998.62,5,11.4
C01014,8.68,0,1541.93,1640.0,0,52.69
C01015,23.44,7,14639.71,1934.03,2,17.29
C01016,28.71,17,67069.23,2576.27,3,3.84
C01017,15.51,5,10328.39,1631.9,7,61.32
C01018,4.84,3,5421.24,1641.51,3,57.1
C01019,17.77,20,42849.16,2634.55,4,6.99
C01020,13.56,12,14735.45,1943.4,5,18.3
C01021,1.0,3,2484.59,1961.96,1,63.92
C01022,27.43,2,7016.97,1955.45,4,59.05
C01023,6.1,2,3063.62,1521.38,2,34.22
C01024,14.67,9,18798.59,1946.4,3,5.3
C01025,9.89,3,5359.71,2451.68,6,57.65
C01026,15.1,9,13531.36,2040.56,2,16.06
C01027,1.0,1,4903.1,1749.12,4,69.98
C01028,22.04,8,14332.37,2501.36,3,35.46
C01029,12.44,6,7108.02,2334.42,9,39.66
C01030,15.09,6,13465.25,2333.47,3,18.37
C01031,21.34,3,24790.45,1977.82,4,22.34
C01032,24.6,3,2190.91,1822.85,6,39.49
C01033,18.88,8,12957.61,2335.02,2,15.16
C01034,5.15,3,2946.81,1523.73,1,53.33
C01035,26.1,11,22090.9,2312.18,1,11.87
C01036,13.57,2,4838.66,1051.13,3,51.15
C01037,17.58,7,19355.16,1948.16,5,16.87
C01038,22.18,10,12690.68,2068.27,1,17.24
C01039,13.53,10,12959.41,2105.15,4,24.35
C01040,22.65,18,53657.32,3596.21,1,4.36
C01041,47.63,17,34981.06,2637.85,0,8.96
C01042,20.67,2,6323.19,2169.46,2,35.18
C01043,13.4,2,6765.33,1294.5,6,52.76
C01044,18.84,3,8016.73,1221.48,7,50.04
C01045,26.83,22,45525.08,3508.03,3,11.01
C01046,12.12,2,23854.76,2138.98,2,26.21
C01047,12.83,8,21362.01,1710.24,3,25.62
C01048,16.48,5,10334.01,1803.1,1,38.41
C01049,10.05,0,2575.3,1601.54,4,34.65
C01050,14.14,9,20579.11,2046.01,5,12.41
C01051,15.84,4,6499.42,2135.88,6,66.83
C01052,29.36,20,46308.47,2616.15,3,10.54
C01053,11.86,10,8318.01,1899.12,4,17.12
C01054,28.83,6,48469.72,3052.22,2,11.85
C01055,16.74,9,13005.47,2028.42,1,5.06
C01056,7.4,5,6823.6,1887.95,5,28.14
C01057,10.74,0,2278.77,1483.62,2,31.92
C01058,6.97,7,15630.59,1829.42,4,9.5
C01059,19.81,9,23322.05,2053.4,4,16.79
C01060,18.04,1,904.3,1951.02,7,62.13
C01061,4.9,3,2402.16,1626.26,3,75.94
C01062,12.78,2,3754.64,2420.95,7,61.8
C01063,36.7,10,13139.55,2031.43,2,15.23
C01064,12.18,2,4016.79,2437.0,7,51.62
C01065,22.55,10,20240.61,2339.75,3,22.69
C01066,10.01,2,2713.49,1959.12,1,52.04
C01067,20.48,7,15364.8,1976.15,2,7.79
C01068,10.44,3,10664.86,2021.76,1,64.62
C01069,24.09,20,51872.78,2813.29,2,7.91
C01070,26.07,9,23884.91,2428.97,4,5.49
