age,tenure_months,orders_last_6m,monthly_spend,support_tickets,late_payments,discount_pct,churn
51,27,9,2553.732450660071,0,1,8.418840715609722,0
31,2,5,3834.099018931574,3,0,6.959959724732228,0
25,63,11,3428.595386794127,2,1,12.572408340035837,0
62,20,13,1192.1632192386437,2,1,20.54787499581919,1
26,55,6,300.0,0,2,26.954206297914382,0
56,55,4,3771.6095576370994,2,0,15.39942733759215,0
57,38,9,4313.408056780482,2,1,29.315673303560658,0
21,7,7,4770.232607366107,5,1,34.02869338838349,0
27,68,11,441.72768723671606,3,0,15.97654032703253,0
63,49,6,3930.146256724722,2,1,21.58037122992362,0
46,31,8,4517.395680989482,4,0,8.574865717796058,0
24,61,8,2492.3480811049135,3,0,29.085550279301728,0
74,56,11,2727.9999109218397,1,0,16.351157676064048,0
33,54,9,2572.955150702072,0,1,17.74830902909782,0
18,12,13,2381.324432617436,1,1,19.93882848439821,0
70,45,6,5695.398188730796,0,1,24.92757052673195,0
18,21,11,2344.8076641729604,1,0,21.46700691135508,0
49,6,12,2030.3521043911328,0,0,9.916869267775851,0
74,25,7,300.0,0,1,10.031421699860779,0
50,8,12,4578.541184187468,1,0,5.726955605757292,0
51,8,7,1917.3581107949055,3,1,8.965719176788227,0
40,52,13,1907.5342320749803,2,1,27.903512798131224,0
25,36,2,6167.321500107339,1,0,20.165463712422277,0
50,29,6,1214.40148259832,0,0,12.484287043234165,0
69,14,9,688.2796674630627,1,0,18.19895064728614,0
23,55,12,710.9898318151472,3,0,35.31282417009356,0
68,46,6,707.5769152802468,3,0,9.350372934106023,0
41,42,7,2064.990935231507,1,0,19.584925943332614,0
48,14,8,3191.806321587793,1,0,13.913829278415308,0
27,9,5,2760.403868552402,2,2,27.113638829848178,0
53,9,6,4917.3689042143305,3,0,0.0,0
28,2,3,4154.592196422945,2,0,1.4189681251741177,0
33,69,6,3742.6286272149714,1,2,15.284377307734236,0
59,27,11,3975.6063029397133,1,0,19.624809634848475,0
20,47,3,4414.600630266781,1,0,18.105952568917207,0
43,70,9,3087.575339971309,2,1,27.818925386983068,0
51,67,7,6257.761279635608,1,1,18.65726090040659,0
25,23,13,2174.163107730933,1,0,0.7174235284981823,0
34,35,10,2314.5662826779035,1,0,11.307869204405534,0
37,33,10,1773.5611129616123,2,0,6.028165181669625,0
55,3,6,1864.0338980718814,1,0,0.0,0
73,55,6,1181.5625090595172,3,0,11.272978328526825,0
65,41,12,1256.3751313552011,1,1,7.431637753044737,0
28,27,9,3007.476877286421,1,2,11.447115847313373,0
19,40,11,2964.9574835914455,2,1,15.211057727132687,0
20,53,8,2450.9650425164346,3,0,26.457036811536813,0
51,2,10,1847.079121447214,1,0,23.200682829761455,0
26,46,8,5698.292650448156,1,1,14.314192598486963,0
31,62,11,6094.476564354756,2,0,11.369038064209745,0
66,52,5,4622.653951151713,2,0,12.887929501642509,0
67,45,11,3916.2261028244566,0,1,13.891543361933048,0
65,7,6,6099.443879263352,1,0,13.248501339700486,0
32,53,9,3940.1990225020595,2,1,26.993100785440085,0
53,54,19,909.5207586894735,2,1,20.286082700025144,0
52,36,10,1612.6914650798267,1,1,17.598156501661503,0
28,42,9,3542.113344899773,1,0,12.805719664647958,0
49,44,12,4578.988276970604,1,0,7.178501185286012,0
47,9,12,5779.845430869416,3,0,14.956993430243644,0
40,19,5,5734.934794252487,0,1,14.167100902558971,0
60,57,12,5054.730357147198,2,0,23.183519261008936,0
56,70,11,5271.069690654347,1,0,18.215543101821225,0
48,20,11,2836.7494268540295,1,1,12.392050492112348,0
59,29,10,2749.619624095702,2,0,4.214113874428719,0
61,65,4,2633.359185640074,1,1,5.301717045898112,0
50,12,15,3573.7340419149014,0,2,8.598356479417763,0
33,19,4,4852.374801191601,1,1,25.738536197204404,0
61,4,8,9229.060568840532,2,2,23.6651222701945,0
58,17,4,2721.0285291016635,0,2,9.594551458724982,0
74,46,4,2330.833660518291,1,0,18.37271080056175,0
26,25,11,4661.171901794524,1,0,21.18474388197297,0
41,70,11,2718.465538306433,0,0,0.517871137925578,0
70,64,9,5831.524627080399,1,0,12.46634396057085,0
47,64,8,6090.394290920031,0,2,25.016726182275214,0
71,52,4,6908.583580124455,2,1,24.825381007593855,1
18,50,7,4358.025198769146,2,0,33.58648394982832,0
20,37,7,6367.172454141311,3,1,16.36097418573174,0
63,71,8,1212.930225413067,0,0,26.532170290130264,0
38,7,11,5886.3182961302355,3,0,27.015889538425768,0
47,52,4,4989.082413794339,1,0,13.830070175149771,0
42,10,6,3967.2875772795937,0,0,30.9723659621545,0
41,25,8,3199.372895734337,1,1,18.878919865333607,0
71,19,7,300.0,1,1,2.0845724276055595,0
23,43,8,4824.051447602222,0,1,14.44598548495355,0
62,56,4,2554.814768531522,3,0,17.975079679286594,0
68,6,9,2922.5709651787042,2,1,11.99844777401369,0
55,43,15,3958.7462348457566,1,2,10.750798212837049,0
40,16,15,4158.213326856293,1,0,16.00366193543738,0
27,6,8,2133.212232968698,1,2,23.498330641417112,0
56,30,11,2031.824474189863,3,1,9.354466716598925,0
44,42,12,1812.2444734207004,2,1,23.938994598479535,0
26,15,8,3688.391574792128,1,0,17.81461683028079,0
38,28,8,5665.753249536485,2,2,19.46232663958141,0
72,68,6,3841.7187351455736,0,1,18.622110330402137,0
33,25,8,4082.9273760409214,0,1,26.806815283947728,0
28,71,7,3125.8209021546527,1,0,21.673921707928322,0
56,60,11,2678.441692635898,0,0,16.95243177043117,0
29,27,8,2353.86325804194,3,0,15.037544609428036,0
70,41,12,2800.2111040546356,1,0,17.01926610456777,0
66,51,5,958.7604876336709,0,1,4.594586255163216,0
74,33,5,5883.228441933828,1,1,22.392808566687606,0
70,29,8,3998.912413562105,0,1,2.9814806572743944,0
31,24,9,3888.6101400072234,0,0,24.257327475283745,0
30,10,8,4202.975684333216,2,1,12.243887971677715,0
37,2,13,2761.0642345866704,1,2,8.525900154006184,0
44,24,10,4083.583243748145,2,1,19.912624267805263,0
68,57,4,2345.357869545567,0,0,26.165258399615315,0
59,17,7,2575.079456842272,6,0,25.19182500661205,0
54,13,8,3460.2983137506767,1,3,4.337591156063613,0
68,24,3,3630.4471837993337,2,0,31.34736216506361,0
54,43,8,6178.071127114945,1,0,17.915851432650566,0
39,16,6,1854.1417844218317,1,0,17.037039844382644,0
41,16,9,1769.444888290053,2,0,10.77521172193257,0
47,8,10,2715.447343224442,2,0,10.586170391830752,0
23,24,13,5368.296563028535,2,0,18.57803454675608,0
60,16,4,4029.301365617287,3,0,2.0859119345698325,0
55,60,4,7565.477301613244,2,0,10.92655830331816,0
59,65,4,3382.5462243648926,0,0,20.210466517965955,0
48,27,9,4177.662982428909,1,1,21.01957328448851,0
62,7,8,3659.715775172122,3,1,13.394684921811752,0
72,7,17,4002.7135708482624,2,0,0.0,0
50,24,13,2136.434195407299,1,0,9.104124913739046,0
43,33,10,3659.92357093636,1,1,25.8148400454686,0
23,38,10,1475.0542729549575,2,0,9.635433943371716,0
62,22,11,4123.721396554116,2,0,11.439808196306057,0
69,26,14,4298.855923321667,3,0,17.138653453825334,0
57,21,8,3141.8765382611255,0,1,7.553422147420975,0
67,37,11,2314.2331637574416,2,1,7.0660339434225525,0
67,50,8,2150.509160467533,0,0,11.937272355017516,0
63,4,7,1803.7231015284876,2,0,16.013263671840026,0
46,34,11,2191.3913602001303,3,0,9.441403160942798,0
23,47,2,7997.648261087691,6,0,16.904675412741227,0
18,48,7,4017.924341303606,1,2,23.13859944461246,0
29,41,7,3055.5158184978795,1,1,30.511491922700785,0
42,38,9,2191.9881499570447,1,0,9.872135716199937,0
60,49,13,3230.568586349762,2,1,21.553121069415532,0
43,27,5,4559.627607729362,2,1,13.799667834377516,0
19,41,10,4457.442259371467,0,1,22.97417558633406,0
29,23,13,5236.978037429174,1,0,10.011373396038348,0
73,32,12,5322.585709386121,2,1,32.21503594066952,0
74,9,6,3465.0185774670326,1,0,10.477273548491855,0
39,25,7,2239.127549739345,2,0,15.263253787522391,0
63,11,11,3069.196281369871,2,1,9.892145576609494,0
59,17,6,4915.608366191267,3,1,0.0,0
71,30,9,2321.2472213922365,2,1,9.243388271266133,0
68,36,9,7287.042355146865,2,0,4.597151870632656,0
53,67,9,2264.0569242671218,1,0,18.635999565166625,0
40,2,7,4412.94010003252,0,1,15.294778540239239,0
53,64,7,4026.5425722297396,2,0,11.829191776260275,0
36,24,6,4935.313599719945,2,1,24.98542581892037,0
37,52,6,300.0,1,1,12.299674891177064,0
52,49,7,5213.186026866525,1,0,22.890204053381623,0
50,69,6,2841.58459077943,1,0,22.499488847663056,0
51,8,4,1970.4547706172366,1,1,16.913597964795184,0
39,69,7,5242.243734297648,1,1,0.0,0
41,5,14,300.0,1,0,11.438790602350394,1
18,63,9,6955.6450902721135,1,1,7.036361843396299,0
52,47,13,3873.9405966154623,1,0,20.247413799604338,0
50,35,4,3234.6182257905175,2,0,14.692994643543146,0
71,29,4,1224.3622885530085,1,0,17.894212848842773,0
46,7,7,3017.5511106741656,3,1,9.124875752834027,0
44,57,9,5610.470858284707,1,1,18.81191322026828,0
21,52,6,3969.696431227318,0,0,21.5753578171767,0
29,67,7,4511.149126656094,1,0,33.120250876671676,0
37,52,11,5317.75474282307,1,0,24.238069950269022,0
39,68,8,1968.16548560194,3,0,12.989124036774445,0
38,63,12,581.2544239147674,3,1,25.806932773682256,0
40,31,10,1698.7158986549975,0,0,21.30932208319846,0
61,50,6,3446.9184970433244,1,0,8.766087592682576,0
25,19,4,3070.957085151694,6,3,23.824978648539613,0
36,57,7,3041.949283808261,1,2,16.232820166731045,0
27,44,11,4425.612963005104,4,0,14.975856115341982,0
35,32,6,2726.150778265172,2,1,22.803204917950378,0
57,45,9,1590.1253409123744,1,0,8.786703988440625,0
20,20,7,1726.6410080363398,2,0,0.0,0
37,45,7,4605.093435339596,3,0,8.375132984543647,0
19,34,5,5428.405905170948,0,1,14.575313494003334,0
72,23,9,6025.120388375781,2,0,11.0053491473035,0
59,70,10,2644.946008332013,2,0,22.384433570194705,0
31,5,7,3816.8953640611935,1,1,22.144730857186,0
29,54,9,4349.256400620327,3,2,12.833451916488766,0
23,15,9,4020.936284190679,3,1,21.22878514131377,0
44,16,10,4509.279187029522,4,2,11.534119917277511,0
60,11,10,4753.143659160915,1,1,27.181593372240254,0
51,8,6,2123.7690536360988,2,0,30.44393655610301,0
68,9,8,2382.2266702966126,0,0,10.830923798078427,0
37,60,4,4268.288555748932,2,1,3.282652610400845,0
33,66,13,1713.2100896136008,0,0,9.862697735081081,0
45,42,8,2379.7007209327276,1,0,25.804689650165425,0
29,1,6,3779.345339524444,0,0,1.1242782086677678,0
73,62,5,2614.6782115451133,2,1,19.083923930926385,0
28,43,6,4138.558820940236,1,0,7.22485086572091,0
45,37,8,2235.6239955817555,1,0,4.529408968695032,0
47,68,9,300.0,1,1,21.489260967126487,0
21,30,8,4027.6676769530777,1,1,15.450385919297862,0
44,26,7,3368.6599288527223,0,0,25.38588035247607,0
43,56,8,5761.560058204566,1,1,27.214647530001685,0
32,38,0,2828.242608223146,0,0,9.748539907800676,0
25,51,6,3647.696319112143,2,0,14.06141417277149,0
20,50,13,2774.6066615377963,4,0,17.88654707918215,0
18,60,9,2225.587153132763,4,0,9.98633863484275,0
45,23,11,2629.2782032984583,0,1,22.658999147140513,0
23,6,12,1731.0263449191666,1,0,17.333282749666704,0
72,34,8,3721.7990933542574,2,0,12.790454928097027,0
31,46,8,3684.2403365477594,1,0,12.96757428202783,0
55,59,10,1760.8390995019358,0,1,26.17145470730739,0
56,19,6,5009.667846470274,1,1,11.39874703979046,0
46,53,5,2184.9270012423985,3,0,25.560013368312433,0
68,60,7,3454.8590300851447,0,1,16.129334980123797,0
24,58,7,4988.7072042421005,1,2,0.5392950159706604,0
31,58,9,5816.750213160816,2,3,1.1226795291665663,0
32,71,10,300.0,0,1,11.957348950822123,0
25,47,6,5046.279883573448,3,1,18.934876081212725,0
34,27,7,3924.314700646268,4,0,16.7642847132003,0
35,31,9,4359.42398569759,1,1,12.22242348987805,0
61,54,7,2609.565661792276,3,1,15.260472505827662,0
35,17,7,4757.113161506302,0,0,20.881472650196184,0
67,43,8,5384.2185716564545,1,0,0.0,0
62,41,12,4505.424620523073,0,0,14.30254762339257,0
69,48,10,4995.848913456197,0,3,13.350115184331912,0
23,30,6,6861.207084393665,0,0,22.840848968789636,0
74,53,12,5985.290504070694,2,0,13.488542887619172,0
52,6,12,2281.6683381491607,2,0,2.632216153202215,0
73,54,5,4738.740458011206,1,1,22.241526848746467,0
38,58,11,5463.776232812193,4,1,6.891464963322582,0
72,63,6,4031.9721499308025,1,0,11.512528033390012,0
51,66,8,4638.293423712347,2,3,5.639448769423055,0
22,25,8,705.8418568617772,1,0,12.81413495774133,0
41,4,10,3366.454100075282,2,2,16.248965719832814,0
25,47,2,2983.034509311485,0,0,4.191196936984408,0
71,7,13,1740.4764184763605,0,1,24.66350467637755,0
35,20,8,5207.477710272289,3,0,5.2076202348187035,0
30,50,6,1321.0756831733115,1,0,25.215592524494532,0
49,43,6,5142.638326188152,2,1,18.33603120527434,0
42,44,6,3200.4892270799282,3,2,0.0,0
23,54,9,5531.292201505425,1,1,20.90143718144471,0
64,12,8,4171.801778828471,2,1,13.433442632919318,0
66,57,7,3740.0567910702493,3,0,24.420379334276923,0
60,42,6,3407.8725242394835,4,0,5.885051107619525,0
53,30,7,2646.029538820648,2,1,12.758124877278139,0
40,33,5,3888.881486517194,2,0,1.2729759579582733,1
48,37,9,300.0,2,1,19.429685185628323,0
47,40,8,2934.964472102025,0,0,27.85632474758999,0
27,24,10,4623.5006728362305,0,2,19.47340358810353,0
22,16,5,3314.9726426665125,4,0,19.550371290147435,0
32,13,5,5089.05039160626,3,0,13.493377534473149,0
43,25,11,2052.086541583486,1,2,14.716942857738744,0
27,19,4,1677.3820824573247,1,3,19.67702070770399,0
24,37,5,3716.2401739287297,0,0,17.844622766360565,0
66,65,15,2405.5837361907934,1,0,15.091928841671562,0
39,8,6,4513.345237336965,0,0,6.6922303192893455,0
51,22,6,2629.8510465218096,0,1,16.947502302876376,0
47,4,7,3863.420429228784,1,1,6.45449674798509,0
59,70,6,300.0,0,2,4.678137671554955,0
60,50,11,2923.018910972636,3,0,23.476348485531936,0
34,18,7,2940.7671887097845,2,1,11.802278036182443,0
66,30,9,356.53047165063344,0,1,24.229591631376323,0
39,52,7,3911.690794560127,0,0,15.365569704204507,0
65,68,3,3265.975373135465,1,1,25.075677293028733,0
41,41,9,1990.7060518749072,1,2,19.598191403680886,0
24,20,3,5813.992016155061,0,1,15.50005673635754,0
61,50,3,1708.2277983409408,0,1,19.97342722291501,0
19,49,6,5133.101306109699,2,0,15.155532019969211,0
62,46,5,3303.6758939196948,0,1,21.899020245060477,0
20,4,10,5187.94369413465,2,0,17.28886874422226,0
29,51,4,4510.791234479219,1,0,5.2257686562130505,0
52,2,8,300.0,0,1,2.1592935373756994,0
71,65,4,1650.062737488663,0,0,2.7825593913557576,0
41,63,13,2002.639571204732,1,0,23.98794944559711,0
24,41,7,7702.635020613013,1,1,11.327792745698346,0
31,46,5,5344.919247168843,0,1,21.912129208686054,0
69,5,7,6156.99729007968,2,0,12.222977949160509,0
59,63,14,1468.5868460600664,0,1,24.21908363444611,0
23,20,12,3864.682043310353,2,1,18.81054996193095,0
39,19,10,2182.236593854683,2,0,29.599696024759787,1
33,51,10,6351.577265644126,0,1,15.099033217976775,0
28,67,8,4398.665521257524,3,1,24.95552575971807,0
66,36,5,3087.8553082915896,2,0,18.43413367687376,0
53,37,7,2314.0514484988335,2,0,19.643906472432185,0
28,39,8,4710.411376851545,1,0,8.895957488742074,0
55,21,8,4148.28588146493,1,2,7.846054470893413,0
41,43,7,2918.384584328388,0,0,24.5067526547385,1
21,69,7,2145.8659078506416,2,1,19.460141496022647,0
43,28,4,4697.096701478849,5,0,13.071242397200606,0
28,55,8,3431.804738627329,7,1,15.42863426339014,0
31,55,11,2323.2378280688617,1,0,2.375282575134264,0
68,61,13,3901.6063964286923,3,2,20.068134054692845,0
58,52,8,4838.984836050139,3,0,31.87023187986315,1
25,66,5,3519.7187474932434,2,0,0.0,0
66,51,8,4679.626916254069,2,0,5.687084429082619,0
50,70,8,1921.6122312482917,2,0,14.71405986670769,0
67,51,5,6168.781279468115,2,0,23.804981712328715,0
60,60,4,1991.58679257174,2,0,12.635017626090033,0
37,64,9,4512.053184816754,2,0,24.044038636953648,0
48,70,12,3280.4950096815237,1,0,3.4375926361426057,0
48,43,9,1817.33582045129,2,0,10.583717245316802,0
59,51,6,2844.1842780616453,3,1,19.11866823270951,0
32,69,7,6654.732009258954,2,0,25.676836203902788,0
36,27,6,1757.2959895529295,3,0,4.54556249693513,0
31,9,6,1767.3978173252176,4,0,24.849314858330455,0
34,63,9,1933.87452456124,1,0,34.874127543313776,0
27,45,12,5288.398443335134,3,2,15.75448045027407,0
20,31,7,3826.87560640327,2,0,8.698249152323275,0
71,51,10,2772.9102189554437,1,0,17.642693780595152,0
22,3,8,2980.8750815042586,0,0,9.576104114001385,0
68,34,3,2698.0502478269727,1,2,5.519402062591455,0
18,19,6,3148.1751108457884,2,0,4.267213264855863,0
62,21,9,1575.2462257100399,1,3,5.774097790346971,0
36,69,8,1034.459388907158,4,0,20.611608482555486,0
47,40,7,3915.792405962455,2,1,16.374754029805768,0
34,10,8,2384.677984902129,1,0,14.700899839031111,0
45,26,7,4246.111084245187,1,1,27.2982427310168,0
43,18,11,3802.649620357957,1,1,14.88135475861899,0
48,65,8,5595.325221263698,1,0,11.810602479263235,0
40,21,12,3781.1067134401683,1,0,7.591851244738134,0
48,26,11,4564.233995376325,1,0,17.95158124545317,0
65,24,11,2500.8915007361693,1,1,20.576217051026923,0
42,13,11,455.49836083285936,2,0,12.11728895240439,0
38,56,13,3029.9555546300257,0,0,27.786028393819567,0
25,41,5,2549.956822399971,1,1,5.575435256883617,0
38,32,8,1750.9707088844468,0,0,8.528377650979916,0
25,29,9,5006.902476153635,0,2,36.97086204421407,0
28,48,9,2917.3679074091615,2,1,17.73828128173394,0
72,7,5,4103.120487587499,1,0,3.45095424004119,0
23,67,11,1431.3785115248606,2,0,6.637929239118655,0
45,41,8,3839.788981881764,3,0,17.26464368173761,0
65,17,8,5219.113247603471,2,0,12.77084361903673,0
72,39,6,7083.398206497441,0,0,18.24364598445525,0
26,61,13,1002.1397648874845,2,1,19.152293422484284,0
27,13,6,4033.346727636851,2,0,13.508525109175242,0
39,38,12,944.7165307766049,0,0,0.0,0
49,43,11,1280.5090327815474,1,1,6.731053654799281,0
72,58,12,4001.404031648092,0,1,11.796730480604506,0
29,41,8,4231.244388461407,0,0,12.880539180132702,0
27,53,12,4868.163810126139,4,0,21.368279282964828,0
32,55,8,3251.1577358533887,2,0,24.37714184792067,0
67,64,8,5638.0237515395365,1,0,5.669218879485914,0
19,26,4,4861.984000273653,2,0,0.0,0
39,50,5,3363.442978236901,1,1,15.484435667293479,0
24,18,10,4787.264195068883,2,0,14.774509993869618,0
26,60,9,2858.4921776901347,2,2,18.119133851679337,0
70,68,11,5457.227041039852,0,1,17.095421655452594,0
18,21,14,3967.1989256158013,1,0,0.27868325607376043,0
36,40,8,3052.1578440181,4,3,16.465817579946105,0
70,59,5,2207.704229226504,2,0,8.051415827269278,0
52,2,2,3108.9529342840333,2,0,9.065302048377568,0
22,51,5,4069.218280274861,2,1,7.847251665097715,0
44,59,15,3500.8634447340473,2,3,17.782857327131275,0
73,62,7,4785.949494247792,2,0,18.304106425117403,0
40,14,8,2924.3839527192754,0,1,0.0,0
48,54,6,4473.299021269542,0,0,2.534839946434273,0
48,56,11,300.0,1,3,14.491685117934834,0
55,1,8,3008.895412212168,1,2,18.037785255266876,0
28,51,7,2888.38875362565,1,1,24.880409883487538,0
65,45,8,300.0,1,0,10.573548038171833,1
74,69,5,5259.12583554457,0,1,16.937456659820384,1
26,4,13,3439.968338907434,2,0,17.851367894290966,0
64,69,8,4362.850103397448,0,0,7.7426540702698,0
64,41,11,2773.062420987493,2,0,10.326205260954865,0
60,20,6,4951.78179775772,0,1,9.91993515833203,0
39,28,9,3665.534679759941,2,0,21.218589201709783,0
44,55,10,4623.763525801168,1,1,21.330556407133557,0
65,71,3,3769.812623231322,2,1,19.63642227068755,0
26,23,9,4364.3587824723745,2,1,23.109694509359734,0
65,70,12,3686.40387664028,2,0,17.26743907662474,0
70,45,7,4198.260744022532,2,1,7.388530094981257,0
56,14,5,3637.5235447192335,0,2,9.668292969494612,0
37,43,15,696.0581390153543,0,0,25.109477254898678,0
49,57,4,882.4841148860532,0,1,13.855027136331664,0
20,4,8,2587.2339043391894,1,0,13.681859081193915,0
71,6,8,5479.926679868578,2,2,4.816226901729559,0
37,1,5,3488.1895347982963,1,0,7.163399262157981,0
21,41,7,1093.5729881348334,1,1,12.662697087465906,0
63,5,6,2973.423569444074,1,2,21.437589927165593,0
55,67,3,2715.9346783184787,1,2,13.876132588394803,0
53,10,6,3098.9546954764483,1,0,0.0,0
21,6,6,4807.009081486349,3,0,16.02166067194422,0
60,19,8,4430.443701040604,0,0,19.594041245380264,0
54,55,4,5359.99183961669,1,1,21.946453413942873,0
63,65,6,3044.1041452281884,3,0,14.26686155679956,0
65,18,13,4192.084567872162,4,1,10.161399534689048,0
30,37,5,5273.196581530407,0,0,6.629138612507759,0
30,55,10,3371.8025946617045,0,0,19.245928984036404,0
70,57,10,300.0,1,1,13.886162439215742,0
48,11,7,2910.367828747336,0,1,4.342319365739559,0
42,60,7,6637.522771876967,3,1,17.078401348842295,0
34,62,12,4044.4762061818496,3,0,18.276795822674455,0
54,53,7,3599.6905424734814,1,0,17.666753077386115,0
60,38,4,2411.441023145617,1,0,21.491479385377797,0
18,28,3,2605.2167797577586,3,0,0.0,0
49,64,7,3740.079768171039,2,1,13.645720367679601,0
74,62,5,4963.317608728385,2,0,6.629165315090651,0
33,37,9,882.220390390155,2,0,12.771250836450083,0
34,53,13,1621.4847939995634,1,0,21.19906824864765,0
68,29,3,4048.5730798218083,1,0,20.708087185618318,0
21,53,9,3643.518183624226,2,1,19.83573918244955,0
40,7,11,300.0,0,0,0.0,0
44,65,13,2783.8334992566474,0,2,22.7999192484758,0
63,37,5,5843.759688751254,7,0,19.187921981399096,0
25,43,5,3422.14318891516,4,2,24.210251941796372,0
42,14,2,1912.1806508938923,1,0,22.501214212093448,0
26,38,10,3212.098298050522,1,1,3.8005353511704083,0
62,1,7,5798.844806617981,1,1,2.4143030311020244,0
54,64,12,4445.962715666344,1,0,7.496216459876446,0
46,54,12,2160.5122868438657,2,1,11.500149921097544,0
40,33,6,4386.0132583687055,3,1,12.97894687205306,0
26,60,12,2881.0320767943135,2,1,31.91051464581293,0
70,58,7,1305.7823536807746,4,0,3.4711850619637286,0
54,9,5,5222.031984089146,2,2,11.744807869696707,0
36,4,7,4395.255216385865,3,0,16.999749332799794,0
41,19,10,1860.9752834508772,1,0,16.81164484600395,0
59,1,9,5140.463256551998,3,2,12.692184341967577,0
59,41,8,300.0,2,0,19.71300352658798,0
44,38,4,3451.350791971605,0,1,35.26687459133872,0
35,39,9,7430.330016857466,0,1,11.605775112987413,0
55,6,8,7111.714791558914,3,0,24.56820665917077,0
55,66,5,2946.6848072942003,4,0,12.56059753930252,0
52,70,8,8257.669951054293,0,1,4.7555677919590345,0
22,42,7,4557.078073208564,2,0,21.623017113372484,0
44,1,16,3139.4469423370065,2,1,21.923663194362817,0
52,29,8,3891.224489152706,2,0,20.7056921020935,0
72,51,4,2703.462470288743,0,0,32.6299948321498,0
47,54,11,4948.328415701693,1,0,2.188976225835553,0
37,18,13,2945.568952362749,3,0,20.313438368626276,0
49,59,6,4026.409974765089,0,0,6.747431817140853,0
28,69,4,3069.108000204017,2,0,16.59749607253647,0
23,37,8,528.8145528921864,1,1,10.82688804451622,0
56,28,7,2415.587847305047,0,1,18.13000452445349,0
74,38,6,3340.883438064728,1,3,15.917736106350242,0
66,2,10,3372.8150706420997,3,1,17.297048300720622,0
51,38,12,5041.565636931701,1,1,5.794305055057871,0
20,2,9,4580.090449101723,3,0,20.063341317825575,0
74,3,9,2884.421683972983,0,1,4.6476631285975145,0
43,40,8,2768.312847125565,2,2,20.39131827005234,0
34,37,8,3884.758918230722,2,1,12.872680267008592,0
68,71,14,3029.4527357233674,2,0,18.938363141827818,0
60,37,5,2722.5136537478993,3,1,4.538879496021918,0
60,70,12,2090.7690131722225,1,0,23.242193573070544,0
33,58,14,2888.1163443684536,2,1,9.789498988215023,0
74,24,10,4483.464140662941,2,1,11.322774845703774,0
43,66,9,1727.5208977630282,1,0,7.859537051622649,0
48,35,8,4441.813914980884,1,0,13.92653762667834,0
60,43,11,8420.484065482186,1,0,23.440217695044062,0
55,8,9,2621.3494155175267,0,0,18.82585272806653,0
27,16,7,3100.9734126887906,2,1,10.017488294768834,0
35,38,9,2741.2236777364797,0,0,20.574650749409326,0
38,20,8,4117.273557945067,5,1,17.59847868493534,0
72,43,5,2970.304656215483,4,0,20.603472859307853,0
58,6,9,3097.077178530674,3,1,2.3518785825941624,0
38,18,7,760.8729536556225,1,0,21.686169623763366,0
59,48,5,3070.6458505477476,1,2,7.754599146095543,0
60,44,13,1406.0130838532054,2,0,11.320787241341964,0
40,70,7,2176.407784461597,2,0,5.977925499262826,0
40,64,6,5646.908434001511,1,1,29.27338468123061,0
68,58,10,1943.4581479644287,2,1,18.933370363609672,0
50,1,8,2847.445960959958,2,1,24.726620058548953,0
26,43,8,4559.675325076078,1,0,14.820378007622544,0
59,17,7,3015.7913614972763,0,0,8.751546436980401,0
51,19,6,4543.078942366039,0,1,11.873973726518638,0
47,15,6,6558.346379978849,2,1,15.252699234104126,0
59,33,7,4322.433819106772,1,0,4.259584985098993,0
69,9,6,1255.5144580717829,0,1,10.365051777227645,0
36,38,4,5272.198120650104,3,0,4.986200611864662,0
41,12,9,2883.010313371371,1,0,3.091375176236019,0
28,36,7,300.0,1,1,17.05717180402454,0
54,45,6,1420.423965065846,1,1,32.153739329119986,0
40,13,6,3105.583600892654,1,0,22.939314576218358,0
37,8,7,4710.898396200129,5,0,23.02987554415356,0
57,58,8,2824.903228082012,1,0,13.586395363625327,0
41,53,15,3977.5901338762305,2,1,21.028814450718748,0
44,19,16,2696.045591362989,0,1,17.55681841853992,0
43,63,6,6838.127415912596,1,0,7.012736265702977,0
32,16,9,2227.055635875506,0,0,9.228299005877918,0
25,66,7,5978.90428185288,1,0,14.411457270857506,0
65,9,8,3455.9247469964207,1,0,23.144618340997432,0
23,47,7,4224.799354434568,2,0,26.050127750647825,0
36,2,10,300.0,1,1,21.27735172100749,0
56,15,7,6372.759545116801,1,0,34.67695545380971,0
25,29,7,1762.8486272717278,2,1,13.931504064058943,0
55,7,9,4732.60521494979,0,0,10.280327655042537,0
59,33,7,2334.6538234699437,1,1,10.2158002368786,0
55,17,11,1056.667011326747,4,0,14.445898538038612,0
35,8,12,5122.588085046301,1,0,3.771784334422387,0
19,69,6,2521.9990426369677,0,1,7.739411993962041,1
68,70,14,3293.3391164248155,1,0,18.840913396774738,0
36,69,7,2953.6902512544834,1,0,23.74326535415272,0
63,11,8,300.0,1,1,7.768356848953034,0
29,28,5,1317.9226700465447,0,1,3.548235178652991,0
27,24,8,300.0,3,0,6.740789866678899,0
62,24,10,1832.8733405635244,0,0,15.34081680765098,0
71,30,11,6309.910591479367,1,1,17.878225122180854,0
67,37,8,5681.8843765055435,0,1,29.24796952911774,0
60,35,11,6932.766608620186,0,0,13.274797981471364,0
32,21,5,5278.39705494232,2,1,0.0,0
70,70,7,4065.4342742653976,2,0,23.065897095956867,0
56,70,10,6182.981698120682,0,0,20.54624680287532,0
27,24,6,2636.001686340578,0,0,16.686065694556568,0
